datetime,CH1_V,CH1_T_C,CH2_V,CH2_T_C,CH3_V,CH3_T_C,CH4_V,CH4_T_C
2026_05_08_20_55_45.001,2.228000,42.426,2.249600,43.184,2.182500,40.866,2.196900,41.354
2026_05_08_20_55_46.000,2.228000,42.426,2.250000,43.199,2.182500,40.866,2.196900,41.354
2026_05_08_20_55_47.008,2.228000,42.426,2.249600,43.184,2.182900,40.879,2.196700,41.348
2026_05_08_20_55_48.000,2.228000,42.426,2.249600,43.184,2.182700,40.872,2.196800,41.351
2026_05_08_20_55_49.001,2.228100,42.430,2.249700,43.188,2.182700,40.872,2.197100,41.361
2026_05_08_20_55_50.014,2.228100,42.430,2.249900,43.195,2.182700,40.872,2.197300,41.368
2026_05_08_20_55_51.000,2.228100,42.430,2.250300,43.209,2.182700,40.872,2.197300,41.368
2026_05_08_20_55_52.006,2.228100,42.430,2.249600,43.184,2.182700,40.872,2.197500,41.375
2026_05_08_20_55_53.006,2.228300,42.437,2.249600,43.184,2.182700,40.872,2.197600,41.378
2026_05_08_20_55_54.010,2.228000,42.426,2.249700,43.188,2.182400,40.862,2.197500,41.375
2026_05_08_20_55_55.006,2.228000,42.426,2.249700,43.188,2.182500,40.866,2.197300,41.368
2026_05_08_20_55_56.001,2.227900,42.423,2.249700,43.188,2.182500,40.866,2.196900,41.354
2026_05_08_20_55_57.002,2.227500,42.409,2.249600,43.184,2.182300,40.859,2.197100,41.361
2026_05_08_20_55_58.000,2.227200,42.398,2.249700,43.188,2.182500,40.866,2.197200,41.365
2026_05_08_20_55_59.003,2.227200,42.398,2.250000,43.199,2.182900,40.879,2.197300,41.368
2026_05_08_20_56_00.010,2.227200,42.398,2.250100,43.202,2.183200,40.889,2.197100,41.361
2026_05_08_20_56_01.000,2.227300,42.402,2.250000,43.199,2.183300,40.893,2.197200,41.365
2026_05_08_20_56_02.000,2.227100,42.395,2.249900,43.195,2.183100,40.886,2.197100,41.361
2026_05_08_20_56_03.006,2.227200,42.398,2.249900,43.195,2.182900,40.879,2.197600,41.378
2026_05_08_20_56_04.005,2.227200,42.398,2.250100,43.202,2.183100,40.886,2.197300,41.368
2026_05_08_20_56_05.003,2.226700,42.381,2.249700,43.188,2.183200,40.889,2.197500,41.375
2026_05_08_20_56_06.000,2.227100,42.395,2.249700,43.188,2.183300,40.893,2.197300,41.368
2026_05_08_20_56_07.008,2.227300,42.402,2.249900,43.195,2.183200,40.889,2.197500,41.375
2026_05_08_20_56_08.004,2.227100,42.395,2.249900,43.195,2.183300,40.893,2.197500,41.375
2026_05_08_20_56_09.007,2.227600,42.412,2.250400,43.213,2.183300,40.893,2.197300,41.368
2026_05_08_20_56_10.000,2.227900,42.423,2.250500,43.216,2.182800,40.876,2.197300,41.368
2026_05_08_20_56_11.002,2.228100,42.430,2.250100,43.202,2.182700,40.872,2.197300,41.368
2026_05_08_20_56_12.000,2.227900,42.423,2.250000,43.199,2.182900,40.879,2.196900,41.354
2026_05_08_20_56_13.000,2.227600,42.412,2.249700,43.188,2.182700,40.872,2.197200,41.365
2026_05_08_20_56_14.000,2.227500,42.409,2.249700,43.188,2.182000,40.849,2.197200,41.365
2026_05_08_20_56_15.000,2.227600,42.412,2.250000,43.199,2.181900,40.845,2.197300,41.368
2026_05_08_20_56_16.002,2.227600,42.412,2.249900,43.195,2.181700,40.839,2.197300,41.368
2026_05_08_20_56_17.007,2.227700,42.416,2.249900,43.195,2.181900,40.845,2.197700,41.382
2026_05_08_20_56_18.003,2.227700,42.416,2.250100,43.202,2.182300,40.859,2.197900,41.389
2026_05_08_20_56_19.001,2.228100,42.430,2.250000,43.199,2.182800,40.876,2.197700,41.382
2026_05_08_20_56_20.000,2.227700,42.416,2.250100,43.202,2.182300,40.859,2.197500,41.375
2026_05_08_20_56_21.007,2.227900,42.423,2.250100,43.202,2.182700,40.872,2.197600,41.378
2026_05_08_20_56_22.002,2.228300,42.437,2.250100,43.202,2.182500,40.866,2.197300,41.368
2026_05_08_20_56_23.009,2.228300,42.437,2.250300,43.209,2.183200,40.889,2.197700,41.382
2026_05_08_20_56_24.009,2.228100,42.430,2.250300,43.209,2.183500,40.900,2.197700,41.382
2026_05_08_20_56_25.000,2.227600,42.412,2.250500,43.216,2.183500,40.900,2.197700,41.382
2026_05_08_20_56_26.002,2.227900,42.423,2.250700,43.223,2.183600,40.903,2.198100,41.395
2026_05_08_20_56_27.010,2.227900,42.423,2.250800,43.227,2.183300,40.893,2.197900,41.389
2026_05_08_20_56_28.000,2.228100,42.430,2.250400,43.213,2.183200,40.889,2.198000,41.392
2026_05_08_20_56_29.002,2.228000,42.426,2.250400,43.213,2.183200,40.889,2.197900,41.389
2026_05_08_20_56_30.007,2.227900,42.423,2.250700,43.223,2.183300,40.893,2.198000,41.392
2026_05_08_20_56_31.004,2.228300,42.437,2.250700,43.223,2.183300,40.893,2.198100,41.395
2026_05_08_20_56_32.005,2.228000,42.426,2.250800,43.227,2.183100,40.886,2.197900,41.389
2026_05_08_20_56_33.009,2.228000,42.426,2.251100,43.238,2.183200,40.889,2.197700,41.382
2026_05_08_20_56_34.006,2.227700,42.416,2.250700,43.223,2.182800,40.876,2.197900,41.389
2026_05_08_20_56_35.006,2.228000,42.426,2.250700,43.223,2.183200,40.889,2.197700,41.382
2026_05_08_20_56_36.004,2.228300,42.437,2.250700,43.223,2.183300,40.893,2.197900,41.389
2026_05_08_20_56_37.008,2.228700,42.451,2.250800,43.227,2.183300,40.893,2.197900,41.389
2026_05_08_20_56_38.005,2.228700,42.451,2.250700,43.223,2.183100,40.886,2.197900,41.389
2026_05_08_20_56_39.011,2.228300,42.437,2.250400,43.213,2.183100,40.886,2.197900,41.389
2026_05_08_20_56_40.002,2.228700,42.451,2.250700,43.223,2.183100,40.886,2.197900,41.389
2026_05_08_20_56_41.000,2.228500,42.444,2.250800,43.227,2.183300,40.893,2.198300,41.402
2026_05_08_20_56_42.008,2.228300,42.437,2.251100,43.238,2.183600,40.903,2.198100,41.395
2026_05_08_20_56_43.001,2.228100,42.430,2.251100,43.238,2.183500,40.900,2.198400,41.406
2026_05_08_20_56_44.007,2.228100,42.430,2.250700,43.223,2.183600,40.903,2.198300,41.402
2026_05_08_20_56_45.000,2.228400,42.440,2.250700,43.223,2.184000,40.916,2.198100,41.395
2026_05_08_20_56_46.010,2.228300,42.437,2.250900,43.230,2.183700,40.906,2.198400,41.406
2026_05_08_20_56_47.002,2.228400,42.440,2.251100,43.238,2.183500,40.900,2.198300,41.402
2026_05_08_20_56_48.001,2.228100,42.430,2.251300,43.245,2.183700,40.906,2.197900,41.389
2026_05_08_20_56_49.005,2.228300,42.437,2.251500,43.252,2.183600,40.903,2.197900,41.389
2026_05_08_20_56_50.001,2.228100,42.430,2.251200,43.241,2.183500,40.900,2.198000,41.392
2026_05_08_20_56_51.007,2.228300,42.437,2.251100,43.238,2.183500,40.900,2.198000,41.392
2026_05_08_20_56_52.008,2.227700,42.416,2.251200,43.241,2.183500,40.900,2.198000,41.392
2026_05_08_20_56_53.000,2.228000,42.426,2.251600,43.255,2.183700,40.906,2.198000,41.392
2026_05_08_20_56_54.004,2.228400,42.440,2.251500,43.252,2.183700,40.906,2.198100,41.395
2026_05_08_20_56_55.000,2.228300,42.437,2.251600,43.255,2.183600,40.903,2.198300,41.402
2026_05_08_20_56_56.000,2.228000,42.426,2.251600,43.255,2.183600,40.903,2.198400,41.406
2026_05_08_20_56_57.000,2.228700,42.451,2.251600,43.255,2.184000,40.916,2.198500,41.409
2026_05_08_20_56_58.002,2.228300,42.437,2.251200,43.241,2.184100,40.920,2.198100,41.395
2026_05_08_20_56_59.000,2.228300,42.437,2.251500,43.252,2.184000,40.916,2.198300,41.402
2026_05_08_20_57_00.006,2.228400,42.440,2.251200,43.241,2.183900,40.913,2.198100,41.395
2026_05_08_20_57_01.000,2.228900,42.458,2.251500,43.252,2.183900,40.913,2.198300,41.402
2026_05_08_20_57_02.001,2.229500,42.478,2.251500,43.252,2.183900,40.913,2.198100,41.395
2026_05_08_20_57_03.000,2.229600,42.482,2.251500,43.252,2.184000,40.916,2.198300,41.402
2026_05_08_20_57_04.000,2.229700,42.485,2.251600,43.255,2.184000,40.916,2.198400,41.406
2026_05_08_20_57_05.006,2.229300,42.472,2.251900,43.266,2.184100,40.920,2.198400,41.406
2026_05_08_20_57_06.006,2.229500,42.478,2.252100,43.273,2.184100,40.920,2.198100,41.395
2026_05_08_20_57_07.010,2.229700,42.485,2.252300,43.280,2.184000,40.916,2.198300,41.402
2026_05_08_20_57_08.002,2.229300,42.472,2.251900,43.266,2.183700,40.906,2.198400,41.406
2026_05_08_20_57_09.000,2.229300,42.472,2.252000,43.269,2.184000,40.916,2.198300,41.402
2026_05_08_20_57_10.014,2.229600,42.482,2.252000,43.269,2.183900,40.913,2.198500,41.409
2026_05_08_20_57_11.010,2.229300,42.472,2.251900,43.266,2.183900,40.913,2.198500,41.409
2026_05_08_20_57_12.000,2.229700,42.485,2.252100,43.273,2.184000,40.916,2.198700,41.416
2026_05_08_20_57_13.001,2.229600,42.482,2.251900,43.266,2.184000,40.916,2.198400,41.406
2026_05_08_20_57_14.004,2.229500,42.478,2.251700,43.259,2.183900,40.913,2.198700,41.416
2026_05_08_20_57_15.000,2.229600,42.482,2.252000,43.269,2.184100,40.920,2.198500,41.409
2026_05_08_20_57_16.004,2.229700,42.485,2.251700,43.259,2.183900,40.913,2.198700,41.416
2026_05_08_20_57_17.005,2.229500,42.478,2.251600,43.255,2.184000,40.916,2.198900,41.423
2026_05_08_20_57_18.000,2.229300,42.472,2.251500,43.252,2.184100,40.920,2.198800,41.419
2026_05_08_20_57_19.000,2.229200,42.468,2.251200,43.241,2.183900,40.913,2.198800,41.419
2026_05_08_20_57_20.000,2.229500,42.478,2.251200,43.241,2.183700,40.906,2.198700,41.416
2026_05_08_20_57_21.010,2.229500,42.478,2.251500,43.252,2.183600,40.903,2.198800,41.419
2026_05_08_20_57_22.007,2.229600,42.482,2.251300,43.245,2.183700,40.906,2.198500,41.409
2026_05_08_20_57_23.000,2.229600,42.482,2.251600,43.255,2.183500,40.900,2.198900,41.423
2026_05_08_20_57_24.003,2.229500,42.478,2.251500,43.252,2.183500,40.900,2.198800,41.419
2026_05_08_20_57_25.000,2.229600,42.482,2.251600,43.255,2.183300,40.893,2.198800,41.419
2026_05_08_20_57_26.000,2.229600,42.482,2.251600,43.255,2.183600,40.903,2.199100,41.429
2026_05_08_20_57_27.000,2.229700,42.485,2.251700,43.259,2.183700,40.906,2.199100,41.429
2026_05_08_20_57_28.000,2.229300,42.472,2.251200,43.241,2.183600,40.903,2.198800,41.419
2026_05_08_20_57_29.002,2.229200,42.468,2.251900,43.266,2.183700,40.906,2.198900,41.423
2026_05_08_20_57_30.000,2.229500,42.478,2.251900,43.266,2.183200,40.889,2.199100,41.429
2026_05_08_20_57_31.000,2.229700,42.485,2.251500,43.252,2.183200,40.889,2.199500,41.443
2026_05_08_20_57_32.006,2.229300,42.472,2.251600,43.255,2.183300,40.893,2.199200,41.433
2026_05_08_20_57_33.004,2.229600,42.482,2.251500,43.252,2.183700,40.906,2.199200,41.433
2026_05_08_20_57_34.005,2.229300,42.472,2.251600,43.255,2.183600,40.903,2.199300,41.436
2026_05_08_20_57_35.007,2.229700,42.485,2.251600,43.255,2.183700,40.906,2.199200,41.433
2026_05_08_20_57_36.003,2.229600,42.482,2.251700,43.259,2.183900,40.913,2.199500,41.443
2026_05_08_20_57_37.009,2.229600,42.482,2.251700,43.259,2.183700,40.906,2.199300,41.436
2026_05_08_20_57_38.000,2.229200,42.468,2.251300,43.245,2.183500,40.900,2.199300,41.436
2026_05_08_20_57_39.000,2.229900,42.492,2.251900,43.266,2.183500,40.900,2.199500,41.443
2026_05_08_20_57_40.001,2.229600,42.482,2.252000,43.269,2.183900,40.913,2.199600,41.447
2026_05_08_20_57_41.001,2.229600,42.482,2.252000,43.269,2.183900,40.913,2.199900,41.457
2026_05_08_20_57_42.007,2.229500,42.478,2.252300,43.280,2.183900,40.913,2.199900,41.457
2026_05_08_20_57_43.000,2.229500,42.478,2.252300,43.280,2.184300,40.927,2.199900,41.457
2026_05_08_20_57_44.009,2.229700,42.485,2.252700,43.294,2.184100,40.920,2.199600,41.447
2026_05_08_20_57_45.001,2.229900,42.492,2.252300,43.280,2.184000,40.916,2.199500,41.443
2026_05_08_20_57_46.000,2.230000,42.496,2.252300,43.280,2.183900,40.913,2.199600,41.447
2026_05_08_20_57_47.000,2.229700,42.485,2.252300,43.280,2.184100,40.920,2.199600,41.447
2026_05_08_20_57_48.002,2.229900,42.492,2.252700,43.294,2.184400,40.930,2.199300,41.436
2026_05_08_20_57_49.008,2.229900,42.492,2.252900,43.301,2.184300,40.927,2.199600,41.447
2026_05_08_20_57_50.006,2.230000,42.496,2.252500,43.287,2.184300,40.927,2.199500,41.443
2026_05_08_20_57_51.008,2.230300,42.506,2.252400,43.284,2.184400,40.930,2.199500,41.443
2026_05_08_20_57_52.000,2.230300,42.506,2.252700,43.294,2.184000,40.916,2.199300,41.436
2026_05_08_20_57_53.014,2.229500,42.478,2.252300,43.280,2.184000,40.916,2.199300,41.436
2026_05_08_20_57_54.004,2.230400,42.510,2.252800,43.298,2.184300,40.927,2.199300,41.436
2026_05_08_20_57_55.007,2.230300,42.506,2.252500,43.287,2.184300,40.927,2.199500,41.443
2026_05_08_20_57_56.000,2.230300,42.506,2.252700,43.294,2.184300,40.927,2.199500,41.443
2026_05_08_20_57_57.000,2.230300,42.506,2.252700,43.294,2.184000,40.916,2.199700,41.450
2026_05_08_20_57_58.000,2.230100,42.499,2.252500,43.287,2.184000,40.916,2.199700,41.450
2026_05_08_20_57_59.001,2.230000,42.496,2.252500,43.287,2.184100,40.920,2.199900,41.457
2026_05_08_20_58_00.000,2.229600,42.482,2.252700,43.294,2.184100,40.920,2.199600,41.447
2026_05_08_20_58_01.003,2.230000,42.496,2.252500,43.287,2.184300,40.927,2.199600,41.447
2026_05_08_20_58_02.006,2.230300,42.506,2.252900,43.301,2.184000,40.916,2.199300,41.436
2026_05_08_20_58_03.000,2.230500,42.513,2.253100,43.308,2.184000,40.916,2.199700,41.450
2026_05_08_20_58_04.000,2.230500,42.513,2.253200,43.312,2.184100,40.920,2.199500,41.443
2026_05_08_20_58_05.000,2.230400,42.510,2.252700,43.294,2.184300,40.927,2.199300,41.436
2026_05_08_20_58_06.000,2.230300,42.506,2.252300,43.280,2.184100,40.920,2.199200,41.433
2026_05_08_20_58_07.003,2.230300,42.506,2.252500,43.287,2.184300,40.927,2.199500,41.443
2026_05_08_20_58_08.002,2.230400,42.510,2.252500,43.287,2.184300,40.927,2.199700,41.450
2026_05_08_20_58_09.000,2.230400,42.510,2.252800,43.298,2.184100,40.920,2.199500,41.443
2026_05_08_20_58_10.004,2.230400,42.510,2.252700,43.294,2.184500,40.933,2.199600,41.447
2026_05_08_20_58_11.003,2.230500,42.513,2.252800,43.298,2.184700,40.940,2.199600,41.447
2026_05_08_20_58_12.000,2.230700,42.520,2.253200,43.312,2.184700,40.940,2.200000,41.460
2026_05_08_20_58_13.006,2.230500,42.513,2.253300,43.316,2.184000,40.916,2.199900,41.457
2026_05_08_20_58_14.006,2.230300,42.506,2.253100,43.308,2.184100,40.920,2.199700,41.450
2026_05_08_20_58_15.000,2.230400,42.510,2.252900,43.301,2.184400,40.930,2.200000,41.460
2026_05_08_20_58_16.000,2.230400,42.510,2.252700,43.294,2.184300,40.927,2.199900,41.457
2026_05_08_20_58_17.000,2.230500,42.513,2.252400,43.284,2.184300,40.927,2.199600,41.447
2026_05_08_20_58_18.008,2.230400,42.510,2.252500,43.287,2.184300,40.927,2.199600,41.447
2026_05_08_20_58_19.003,2.230400,42.510,2.252700,43.294,2.184800,40.943,2.199500,41.443
2026_05_08_20_58_20.008,2.230700,42.520,2.252800,43.298,2.184500,40.933,2.199700,41.450
2026_05_08_20_58_21.000,2.230700,42.520,2.253200,43.312,2.184700,40.940,2.200000,41.460
2026_05_08_20_58_22.000,2.230700,42.520,2.253500,43.323,2.184800,40.943,2.200000,41.460
2026_05_08_20_58_23.005,2.230800,42.524,2.253300,43.316,2.184500,40.933,2.200300,41.470
2026_05_08_20_58_24.007,2.230700,42.520,2.253300,43.316,2.184500,40.933,2.200000,41.460
2026_05_08_20_58_25.000,2.230500,42.513,2.253500,43.323,2.184400,40.930,2.199900,41.457
2026_05_08_20_58_26.003,2.230400,42.510,2.253500,43.323,2.184300,40.927,2.200000,41.460
2026_05_08_20_58_27.001,2.230100,42.499,2.252900,43.301,2.184400,40.930,2.199900,41.457
2026_05_08_20_58_28.000,2.230700,42.520,2.253100,43.308,2.184300,40.927,2.199900,41.457
2026_05_08_20_58_29.000,2.230400,42.510,2.253300,43.316,2.184100,40.920,2.199900,41.457
2026_05_08_20_58_30.006,2.230400,42.510,2.252900,43.301,2.184500,40.933,2.199900,41.457
2026_05_08_20_58_31.006,2.230500,42.513,2.253100,43.308,2.184300,40.927,2.200000,41.460
2026_05_08_20_58_32.000,2.230500,42.513,2.252900,43.301,2.184400,40.930,2.200100,41.464
2026_05_08_20_58_33.004,2.230300,42.506,2.252800,43.298,2.184300,40.927,2.200300,41.470
2026_05_08_20_58_34.000,2.230300,42.506,2.253200,43.312,2.184300,40.927,2.200300,41.470
2026_05_08_20_58_35.000,2.230100,42.499,2.253200,43.312,2.184400,40.930,2.200300,41.470
2026_05_08_20_58_36.005,2.230400,42.510,2.253100,43.308,2.184700,40.940,2.200100,41.464
2026_05_08_20_58_37.007,2.230400,42.510,2.253200,43.312,2.184500,40.933,2.200300,41.470
2026_05_08_20_58_38.009,2.230800,42.524,2.253100,43.308,2.184700,40.940,2.200300,41.470
2026_05_08_20_58_39.000,2.230900,42.527,2.253100,43.308,2.184900,40.947,2.200000,41.460
2026_05_08_20_58_40.000,2.230800,42.524,2.252900,43.301,2.185100,40.954,2.200100,41.464
2026_05_08_20_58_41.002,2.230400,42.510,2.253200,43.312,2.185300,40.960,2.200100,41.464
2026_05_08_20_58_42.006,2.230100,42.499,2.253100,43.308,2.185100,40.954,2.200000,41.460
2026_05_08_20_58_43.011,2.230300,42.506,2.252900,43.301,2.184900,40.947,2.200000,41.460
2026_05_08_20_58_44.006,2.230500,42.513,2.253200,43.312,2.184800,40.943,2.200300,41.470
2026_05_08_20_58_45.009,2.231200,42.538,2.253500,43.323,2.184800,40.943,2.200500,41.477
2026_05_08_20_58_46.002,2.231200,42.538,2.253500,43.323,2.184900,40.947,2.200400,41.474
2026_05_08_20_58_47.003,2.231100,42.534,2.253500,43.323,2.184900,40.947,2.200300,41.470
2026_05_08_20_58_48.001,2.231300,42.541,2.253500,43.323,2.184800,40.943,2.200500,41.477
2026_05_08_20_58_49.000,2.231300,42.541,2.253700,43.330,2.184900,40.947,2.200400,41.474
2026_05_08_20_58_50.004,2.231300,42.541,2.253900,43.337,2.184900,40.947,2.200500,41.477
2026_05_08_20_58_51.008,2.231300,42.541,2.253500,43.323,2.185100,40.954,2.200500,41.477
2026_05_08_20_58_52.000,2.231300,42.541,2.253700,43.330,2.185100,40.954,2.200500,41.477
2026_05_08_20_58_53.011,2.231100,42.534,2.253600,43.326,2.185100,40.954,2.200500,41.477
2026_05_08_20_58_54.006,2.231600,42.552,2.253500,43.323,2.185100,40.954,2.200500,41.477
2026_05_08_20_58_55.007,2.231500,42.548,2.253200,43.312,2.185100,40.954,2.200500,41.477
2026_05_08_20_58_56.000,2.231500,42.548,2.253200,43.312,2.184800,40.943,2.200000,41.460
2026_05_08_20_58_57.001,2.231600,42.552,2.253100,43.308,2.184400,40.930,2.200000,41.460
2026_05_08_20_58_58.001,2.231300,42.541,2.253300,43.316,2.184400,40.930,2.200100,41.464
2026_05_08_20_58_59.000,2.231900,42.562,2.252900,43.301,2.184400,40.930,2.200400,41.474
2026_05_08_20_59_00.000,2.231600,42.552,2.252900,43.301,2.184500,40.933,2.200300,41.470
2026_05_08_20_59_01.001,2.231900,42.562,2.253600,43.326,2.184900,40.947,2.200400,41.474
2026_05_08_20_59_02.002,2.231600,42.552,2.253300,43.316,2.184400,40.930,2.200300,41.470
2026_05_08_20_59_03.000,2.231500,42.548,2.253200,43.312,2.184400,40.930,2.200400,41.474
2026_05_08_20_59_04.000,2.231700,42.555,2.252900,43.301,2.184500,40.933,2.200500,41.477
2026_05_08_20_59_05.008,2.232100,42.569,2.253100,43.308,2.184800,40.943,2.200400,41.474
