datetime,CH1_V,CH1_T_C,CH2_V,CH2_T_C,CH3_V,CH3_T_C,CH4_V,CH4_T_C
2026_05_08_20_29_02.000,2.019200,35.609,1.807600,29.376,1.846400,30.482,1.955200,33.667
2026_05_08_20_29_03.009,2.019300,35.612,1.812400,29.512,1.845900,30.468,1.955100,33.664
2026_05_08_20_29_04.000,2.019100,35.606,1.816400,29.625,1.845600,30.459,1.954700,33.652
2026_05_08_20_29_05.005,2.019100,35.606,1.818500,29.685,1.846100,30.473,1.955200,33.667
2026_05_08_20_29_06.000,2.019300,35.612,1.817900,29.668,1.846400,30.482,1.954800,33.655
2026_05_08_20_29_07.006,2.019500,35.618,1.818400,29.682,1.845600,30.459,1.954800,33.655
2026_05_08_20_29_08.007,2.019900,35.631,1.818400,29.682,1.845300,30.450,1.954000,33.631
2026_05_08_20_29_09.000,2.019300,35.612,1.817200,29.648,1.845300,30.450,1.953600,33.619
2026_05_08_20_29_10.004,2.019300,35.612,1.812800,29.523,1.846100,30.473,1.954100,33.634
2026_05_08_20_29_11.004,2.019900,35.631,1.803700,29.265,1.846900,30.496,1.955300,33.670
2026_05_08_20_29_12.010,2.020000,35.634,1.798800,29.126,1.847600,30.516,1.954800,33.655
2026_05_08_20_29_13.011,2.020100,35.637,1.797100,29.078,1.847700,30.519,1.955300,33.670
2026_05_08_20_29_14.000,2.020400,35.646,1.801900,29.214,1.848000,30.528,1.955200,33.667
2026_05_08_20_29_15.000,2.020800,35.658,1.804700,29.293,1.848700,30.548,1.956000,33.691
2026_05_08_20_29_16.005,2.020500,35.649,1.807100,29.361,1.849500,30.571,1.956800,33.715
2026_05_08_20_29_17.018,2.020300,35.643,1.808000,29.387,1.849200,30.562,1.957900,33.748
2026_05_08_20_29_18.000,2.020800,35.658,1.809700,29.435,1.848700,30.548,1.957700,33.742
2026_05_08_20_29_19.001,2.020700,35.655,1.804900,29.299,1.848100,30.531,1.957100,33.724
2026_05_08_20_29_20.011,2.020900,35.661,1.799100,29.135,1.847600,30.516,1.957100,33.724
2026_05_08_20_29_21.000,2.020800,35.658,1.792800,28.957,1.846900,30.496,1.957500,33.736
2026_05_08_20_29_22.000,2.021300,35.674,1.788000,28.822,1.846800,30.493,1.958000,33.751
2026_05_08_20_29_23.005,2.021600,35.683,1.791300,28.915,1.847500,30.514,1.957600,33.739
2026_05_08_20_29_24.000,2.021500,35.680,1.795300,29.028,1.848700,30.548,1.957900,33.748
2026_05_08_20_29_25.005,2.022000,35.695,1.794300,28.999,1.849200,30.562,1.957900,33.748
2026_05_08_20_29_26.000,2.022300,35.705,1.786700,28.785,1.849500,30.571,1.957300,33.730
2026_05_08_20_29_27.000,2.022500,35.711,1.785500,28.751,1.850100,30.588,1.957300,33.730
2026_05_08_20_29_28.006,2.022400,35.708,1.789500,28.864,1.849900,30.582,1.957600,33.739
2026_05_08_20_29_29.018,2.022300,35.705,1.791600,28.923,1.849500,30.571,1.956900,33.718
2026_05_08_20_29_30.008,2.022100,35.698,1.796100,29.050,1.850300,30.594,1.956900,33.718
2026_05_08_20_29_31.000,2.021900,35.692,1.802100,29.220,1.851300,30.623,1.957200,33.727
2026_05_08_20_29_32.002,2.022100,35.698,1.805300,29.310,1.850800,30.608,1.957600,33.739
2026_05_08_20_29_33.010,2.022400,35.708,1.805100,29.305,1.849300,30.565,1.957100,33.724
2026_05_08_20_29_34.000,2.022400,35.708,1.804000,29.274,1.848300,30.537,1.956700,33.712
2026_05_08_20_29_35.000,2.022500,35.711,1.802300,29.225,1.848800,30.551,1.956500,33.706
2026_05_08_20_29_36.011,2.022800,35.720,1.800100,29.163,1.849100,30.559,1.956500,33.706
2026_05_08_20_29_37.000,2.022500,35.711,1.802100,29.220,1.850100,30.588,1.956800,33.715
2026_05_08_20_29_38.001,2.022700,35.717,1.806000,29.330,1.851600,30.631,1.956900,33.718
2026_05_08_20_29_39.001,2.022500,35.711,1.802400,29.228,1.851600,30.631,1.957600,33.739
2026_05_08_20_29_40.008,2.022900,35.723,1.791200,28.912,1.851700,30.634,1.958700,33.772
2026_05_08_20_29_41.007,2.023500,35.742,1.782500,28.667,1.851700,30.634,1.959300,33.790
2026_05_08_20_29_42.000,2.023600,35.745,1.782800,28.675,1.851600,30.631,1.959900,33.808
2026_05_08_20_29_43.000,2.023500,35.742,1.786700,28.785,1.851500,30.628,1.960100,33.814
2026_05_08_20_29_44.004,2.023500,35.742,1.791700,28.926,1.851900,30.640,1.960800,33.835
2026_05_08_20_29_45.000,2.023300,35.735,1.795500,29.033,1.852700,30.663,1.960500,33.826
2026_05_08_20_29_46.000,2.023300,35.735,1.799100,29.135,1.852500,30.657,1.960400,33.823
2026_05_08_20_29_47.001,2.023200,35.732,1.799600,29.149,1.852000,30.643,1.960100,33.814
2026_05_08_20_29_48.000,2.023500,35.742,1.795700,29.039,1.851500,30.628,1.960000,33.811
2026_05_08_20_29_49.000,2.023700,35.748,1.794900,29.016,1.851100,30.617,1.959700,33.802
2026_05_08_20_29_50.000,2.023700,35.748,1.789200,28.855,1.851100,30.617,1.960500,33.826
2026_05_08_20_29_51.009,2.024100,35.760,1.787200,28.799,1.851900,30.640,1.960900,33.838
2026_05_08_20_29_52.000,2.024300,35.766,1.788700,28.841,1.852400,30.654,1.961100,33.844
2026_05_08_20_29_53.000,2.024100,35.760,1.791600,28.923,1.852900,30.669,1.961700,33.862
2026_05_08_20_29_54.007,2.024500,35.772,1.796700,29.067,1.851200,30.620,1.962300,33.880
2026_05_08_20_29_55.001,2.024300,35.766,1.800700,29.180,1.849900,30.582,1.962500,33.886
2026_05_08_20_29_56.006,2.024500,35.772,1.802400,29.228,1.850000,30.585,1.961700,33.862
2026_05_08_20_29_57.009,2.024900,35.785,1.803100,29.248,1.850800,30.608,1.962100,33.874
2026_05_08_20_29_58.002,2.024700,35.779,1.803200,29.251,1.851600,30.631,1.962700,33.892
2026_05_08_20_29_59.000,2.024700,35.779,1.804100,29.276,1.852300,30.651,1.963500,33.916
2026_05_08_20_30_00.000,2.025200,35.794,1.805900,29.327,1.852100,30.646,1.963500,33.916
2026_05_08_20_30_01.000,2.024900,35.785,1.804800,29.296,1.851300,30.623,1.962400,33.883
2026_05_08_20_30_02.006,2.025200,35.794,1.799200,29.138,1.851300,30.623,1.962700,33.892
2026_05_08_20_30_03.005,2.025500,35.803,1.792300,28.943,1.851500,30.628,1.962300,33.880
2026_05_08_20_30_04.000,2.025600,35.806,1.783600,28.698,1.850700,30.605,1.961600,33.859
2026_05_08_20_30_05.000,2.025700,35.810,1.775600,28.473,1.850300,30.594,1.962000,33.871
2026_05_08_20_30_06.001,2.025200,35.794,1.766000,28.204,1.849900,30.582,1.963100,33.904
2026_05_08_20_30_07.004,2.025100,35.791,1.758900,28.005,1.850700,30.605,1.963300,33.910
2026_05_08_20_30_08.004,2.024900,35.785,1.751200,27.790,1.851600,30.631,1.963200,33.907
2026_05_08_20_30_09.000,2.025200,35.794,1.747500,27.687,1.851900,30.640,1.963100,33.904
2026_05_08_20_30_10.007,2.025200,35.794,1.751300,27.793,1.851700,30.634,1.964000,33.931
2026_05_08_20_30_11.005,2.025300,35.797,1.756400,27.935,1.851900,30.640,1.963200,33.907
2026_05_08_20_30_12.000,2.025500,35.803,1.762000,28.092,1.852100,30.646,1.962900,33.898
2026_05_08_20_30_13.009,2.025500,35.803,1.770100,28.318,1.851700,30.634,1.962900,33.898
2026_05_08_20_30_14.008,2.025900,35.816,1.778400,28.551,1.851500,30.628,1.964000,33.931
2026_05_08_20_30_15.016,2.025900,35.816,1.785900,28.762,1.851600,30.631,1.964700,33.952
2026_05_08_20_30_16.000,2.025900,35.816,1.793600,28.980,1.852400,30.654,1.964700,33.952
2026_05_08_20_30_17.001,2.025500,35.803,1.800300,29.169,1.852400,30.654,1.964500,33.946
2026_05_08_20_30_18.000,2.025900,35.816,1.802900,29.242,1.852000,30.643,1.964100,33.934
2026_05_08_20_30_19.001,2.025700,35.810,1.802300,29.225,1.851900,30.640,1.964500,33.946
2026_05_08_20_30_20.000,2.026000,35.819,1.798800,29.126,1.851700,30.634,1.964900,33.958
2026_05_08_20_30_21.000,2.026100,35.822,1.796300,29.056,1.851600,30.631,1.964100,33.934
2026_05_08_20_30_22.006,2.026100,35.822,1.798700,29.124,1.852000,30.643,1.963300,33.910
2026_05_08_20_30_23.003,2.026300,35.828,1.796700,29.067,1.851600,30.631,1.963900,33.928
2026_05_08_20_30_24.005,2.026700,35.840,1.788400,28.833,1.851100,30.617,1.964100,33.934
2026_05_08_20_30_25.009,2.026700,35.840,1.780100,28.599,1.851700,30.634,1.964000,33.931
2026_05_08_20_30_26.003,2.026400,35.831,1.776400,28.495,1.852700,30.663,1.965500,33.976
2026_05_08_20_30_27.000,2.026400,35.831,1.772300,28.380,1.853500,30.686,1.965500,33.976
2026_05_08_20_30_28.004,2.026300,35.828,1.774500,28.442,1.853900,30.697,1.963600,33.919
2026_05_08_20_30_29.000,2.026900,35.847,1.780000,28.596,1.853600,30.689,1.962500,33.886
2026_05_08_20_30_30.002,2.026900,35.847,1.784800,28.731,1.853600,30.689,1.962700,33.892
2026_05_08_20_30_31.010,2.026800,35.844,1.790500,28.892,1.854400,30.712,1.962900,33.898
2026_05_08_20_30_32.005,2.026800,35.844,1.792800,28.957,1.854900,30.726,1.961500,33.856
2026_05_08_20_30_33.000,2.026800,35.844,1.792800,28.957,1.855600,30.746,1.961700,33.862
2026_05_08_20_30_34.000,2.026900,35.847,1.797600,29.092,1.855200,30.735,1.962900,33.898
2026_05_08_20_30_35.008,2.027200,35.856,1.799700,29.152,1.854700,30.720,1.963300,33.910
2026_05_08_20_30_36.006,2.027200,35.856,1.801100,29.191,1.854000,30.700,1.964700,33.952
2026_05_08_20_30_37.000,2.027100,35.853,1.802500,29.231,1.853700,30.692,1.964000,33.931
2026_05_08_20_30_38.000,2.027200,35.856,1.795300,29.028,1.853500,30.686,1.962900,33.898
2026_05_08_20_30_39.000,2.027700,35.871,1.788300,28.830,1.853600,30.689,1.962800,33.895
2026_05_08_20_30_40.011,2.027700,35.871,1.789200,28.855,1.852800,30.666,1.961500,33.856
2026_05_08_20_30_41.000,2.027300,35.859,1.793300,28.971,1.852400,30.654,1.961500,33.856
2026_05_08_20_30_42.007,2.027900,35.878,1.791700,28.926,1.852500,30.657,1.961100,33.844
2026_05_08_20_30_43.003,2.028100,35.884,1.787700,28.813,1.853500,30.686,1.961500,33.856
2026_05_08_20_30_44.001,2.028000,35.881,1.789500,28.864,1.855200,30.735,1.962500,33.886
2026_05_08_20_30_45.008,2.027600,35.868,1.793200,28.968,1.856100,30.761,1.962800,33.895
2026_05_08_20_30_46.009,2.028000,35.881,1.794900,29.016,1.856100,30.761,1.963200,33.907
2026_05_08_20_30_47.009,2.028100,35.884,1.798400,29.115,1.855900,30.755,1.964000,33.931
2026_05_08_20_30_48.000,2.028400,35.893,1.798900,29.129,1.855900,30.755,1.964500,33.946
2026_05_08_20_30_49.000,2.028500,35.896,1.791100,28.909,1.857200,30.792,1.964100,33.934
2026_05_08_20_30_50.005,2.028500,35.896,1.787500,28.808,1.858300,30.824,1.964000,33.931
2026_05_08_20_30_51.000,2.029100,35.915,1.791700,28.926,1.859500,30.859,1.964100,33.934
2026_05_08_20_30_52.008,2.029200,35.918,1.792500,28.948,1.859900,30.870,1.963500,33.916
2026_05_08_20_30_53.000,2.029100,35.915,1.797200,29.081,1.858700,30.836,1.964000,33.931
2026_05_08_20_30_54.009,2.028900,35.908,1.802500,29.231,1.857600,30.804,1.965300,33.970
2026_05_08_20_30_55.000,2.029200,35.918,1.806400,29.341,1.857300,30.795,1.964900,33.958
2026_05_08_20_30_56.000,2.028900,35.908,1.809900,29.441,1.856900,30.784,1.964900,33.958
2026_05_08_20_30_57.009,2.028900,35.908,1.811900,29.497,1.856400,30.769,1.965100,33.964
2026_05_08_20_30_58.000,2.029500,35.927,1.813900,29.554,1.856000,30.758,1.964700,33.952
2026_05_08_20_30_59.000,2.029600,35.930,1.818500,29.685,1.855300,30.738,1.964000,33.931
2026_05_08_20_31_00.000,2.030000,35.942,1.823500,29.827,1.855600,30.746,1.963600,33.919
2026_05_08_20_31_01.007,2.030000,35.942,1.824100,29.844,1.855700,30.749,1.964500,33.946
2026_05_08_20_31_02.001,2.030300,35.952,1.821500,29.770,1.856000,30.758,1.965600,33.979
2026_05_08_20_31_03.000,2.030300,35.952,1.813100,29.532,1.856700,30.778,1.966700,34.012
2026_05_08_20_31_04.000,2.030300,35.952,1.808300,29.395,1.856900,30.784,1.967200,34.027
2026_05_08_20_31_05.000,2.030500,35.958,1.806900,29.356,1.857100,30.790,1.967100,34.024
2026_05_08_20_31_06.007,2.030300,35.952,1.807500,29.373,1.856400,30.769,1.965900,33.988
2026_05_08_20_31_07.000,2.030300,35.952,1.806900,29.356,1.856100,30.761,1.966500,34.006
2026_05_08_20_31_08.008,2.030300,35.952,1.798000,29.104,1.857100,30.790,1.965600,33.979
2026_05_08_20_31_09.000,2.030800,35.967,1.789600,28.867,1.857900,30.813,1.965200,33.967
2026_05_08_20_31_10.001,2.030900,35.970,1.787300,28.802,1.858000,30.816,1.965200,33.967
2026_05_08_20_31_11.002,2.030800,35.967,1.786700,28.785,1.858100,30.818,1.965900,33.988
2026_05_08_20_31_12.000,2.030700,35.964,1.789100,28.853,1.858700,30.836,1.967200,34.027
2026_05_08_20_31_13.000,2.030900,35.970,1.788400,28.833,1.860100,30.876,1.967300,34.030
2026_05_08_20_31_14.002,2.031200,35.980,1.785300,28.746,1.860400,30.885,1.966000,33.991
2026_05_08_20_31_15.006,2.031300,35.983,1.780100,28.599,1.860400,30.885,1.966500,34.006
2026_05_08_20_31_16.007,2.030500,35.958,1.775100,28.459,1.859200,30.850,1.967300,34.030
2026_05_08_20_31_17.009,2.030700,35.964,1.770100,28.318,1.858100,30.818,1.966800,34.015
2026_05_08_20_31_18.003,2.030300,35.952,1.763900,28.145,1.857500,30.801,1.967100,34.024
2026_05_08_20_31_19.000,2.030500,35.958,1.759600,28.024,1.858100,30.818,1.968300,34.060
2026_05_08_20_31_20.000,2.030800,35.967,1.755200,27.902,1.858400,30.827,1.967900,34.048
2026_05_08_20_31_21.000,2.030800,35.967,1.754100,27.871,1.859200,30.850,1.967300,34.030
2026_05_08_20_31_22.008,2.031100,35.977,1.750900,27.782,1.859600,30.862,1.967200,34.027
2026_05_08_20_31_23.008,2.030900,35.970,1.755300,27.904,1.859200,30.850,1.966400,34.003
2026_05_08_20_31_24.000,2.030800,35.967,1.764800,28.170,1.859300,30.853,1.966500,34.006
2026_05_08_20_31_25.010,2.031500,35.989,1.772100,28.375,1.860100,30.876,1.966900,34.018
2026_05_08_20_31_26.001,2.031500,35.989,1.770000,28.316,1.860400,30.885,1.967200,34.027
2026_05_08_20_31_27.009,2.031300,35.983,1.763700,28.139,1.859900,30.870,1.967100,34.024
2026_05_08_20_31_28.000,2.031200,35.980,1.764700,28.167,1.860000,30.873,1.967500,34.036
2026_05_08_20_31_29.004,2.031500,35.989,1.773200,28.405,1.859600,30.862,1.967700,34.042
2026_05_08_20_31_30.006,2.031500,35.989,1.775900,28.481,1.859600,30.862,1.967700,34.042
2026_05_08_20_31_31.016,2.031900,36.001,1.778000,28.540,1.859500,30.859,1.966800,34.015
2026_05_08_20_31_32.000,2.032400,36.017,1.783300,28.689,1.859700,30.865,1.966800,34.015
2026_05_08_20_31_33.001,2.032400,36.017,1.791600,28.923,1.861100,30.905,1.967300,34.030
2026_05_08_20_31_34.007,2.031900,36.001,1.798500,29.118,1.861600,30.919,1.967900,34.048
2026_05_08_20_31_35.005,2.032000,36.004,1.799700,29.152,1.861900,30.928,1.967900,34.048
2026_05_08_20_31_36.000,2.031700,35.995,1.795500,29.033,1.861200,30.908,1.966900,34.018
2026_05_08_20_31_37.006,2.032000,36.004,1.788900,28.847,1.860100,30.876,1.965900,33.988
2026_05_08_20_31_38.006,2.032400,36.017,1.781500,28.639,1.859700,30.865,1.966000,33.991
2026_05_08_20_31_39.000,2.032300,36.014,1.778000,28.540,1.860300,30.882,1.966800,34.015
2026_05_08_20_31_40.007,2.032500,36.020,1.781200,28.630,1.860900,30.899,1.968400,34.063
2026_05_08_20_31_41.000,2.032700,36.026,1.787200,28.799,1.860800,30.896,1.969900,34.108
2026_05_08_20_31_42.000,2.032500,36.020,1.785600,28.754,1.860100,30.876,1.969700,34.102
2026_05_08_20_31_43.009,2.032900,36.032,1.784000,28.709,1.859900,30.870,1.969200,34.087
2026_05_08_20_31_44.000,2.032900,36.032,1.787200,28.799,1.860300,30.882,1.969100,34.084
2026_05_08_20_31_45.000,2.032800,36.029,1.795100,29.022,1.860700,30.893,1.968400,34.063
2026_05_08_20_31_46.008,2.032800,36.029,1.798300,29.112,1.860000,30.873,1.968300,34.060
2026_05_08_20_31_47.000,2.032800,36.029,1.798400,29.115,1.859100,30.847,1.967300,34.030
2026_05_08_20_31_48.000,2.032800,36.029,1.800300,29.169,1.859200,30.850,1.967300,34.030
2026_05_08_20_31_49.002,2.032900,36.032,1.805600,29.319,1.858800,30.839,1.968300,34.060
2026_05_08_20_31_50.008,2.033200,36.042,1.815200,29.591,1.859300,30.853,1.968300,34.060
2026_05_08_20_31_51.000,2.032900,36.032,1.822300,29.793,1.859600,30.862,1.968800,34.075
2026_05_08_20_31_52.010,2.033200,36.042,1.827200,29.933,1.859300,30.853,1.969100,34.084
2026_05_08_20_31_53.000,2.033200,36.042,1.829500,29.998,1.859900,30.870,1.970000,34.111
2026_05_08_20_31_54.016,2.033500,36.051,1.826300,29.907,1.859300,30.853,1.970100,34.114
2026_05_08_20_31_55.007,2.033300,36.045,1.824400,29.853,1.858800,30.839,1.970300,34.120
2026_05_08_20_31_56.001,2.033300,36.045,1.823700,29.833,1.858900,30.841,1.970400,34.123
2026_05_08_20_31_57.001,2.033500,36.051,1.822400,29.796,1.859600,30.862,1.970300,34.120
2026_05_08_20_31_58.000,2.033600,36.054,1.818100,29.674,1.860500,30.888,1.968800,34.075
2026_05_08_20_31_59.008,2.033500,36.051,1.811500,29.486,1.861600,30.919,1.968900,34.078
2026_05_08_20_32_00.007,2.033500,36.051,1.808900,29.412,1.862500,30.945,1.968400,34.063
2026_05_08_20_32_01.003,2.033700,36.057,1.800100,29.163,1.862500,30.945,1.968400,34.063
2026_05_08_20_32_02.007,2.033700,36.057,1.794400,29.002,1.863100,30.963,1.969300,34.090
2026_05_08_20_32_03.000,2.033700,36.057,1.789500,28.864,1.863500,30.974,1.969500,34.096
2026_05_08_20_32_04.001,2.033900,36.063,1.790300,28.886,1.863600,30.977,1.970300,34.120
2026_05_08_20_32_05.000,2.034100,36.070,1.792900,28.960,1.863600,30.977,1.970500,34.126
2026_05_08_20_32_06.000,2.034700,36.088,1.794300,28.999,1.864300,30.997,1.971100,34.144
2026_05_08_20_32_07.000,2.034400,36.079,1.793200,28.968,1.864100,30.991,1.970400,34.123
2026_05_08_20_32_08.003,2.034400,36.079,1.790300,28.886,1.862800,30.954,1.970800,34.135
2026_05_08_20_32_09.013,2.034300,36.076,1.791100,28.909,1.861600,30.919,1.971700,34.162
2026_05_08_20_32_10.000,2.034400,36.079,1.795600,29.036,1.860000,30.873,1.972700,34.193
2026_05_08_20_32_11.009,2.034300,36.076,1.802500,29.231,1.859100,30.847,1.972100,34.174
2026_05_08_20_32_12.001,2.034300,36.076,1.807200,29.364,1.859300,30.853,1.971600,34.159
2026_05_08_20_32_13.000,2.034300,36.076,1.808500,29.401,1.859700,30.865,1.970900,34.138
2026_05_08_20_32_14.005,2.034100,36.070,1.810700,29.463,1.861600,30.919,1.970800,34.135
2026_05_08_20_32_15.005,2.034100,36.070,1.811600,29.489,1.863300,30.968,1.972100,34.174
2026_05_08_20_32_16.000,2.033700,36.057,1.811900,29.497,1.864000,30.989,1.972700,34.193
2026_05_08_20_32_17.008,2.034300,36.076,1.808100,29.390,1.864800,31.012,1.972700,34.193
2026_05_08_20_32_18.000,2.034300,36.076,1.799900,29.158,1.866400,31.058,1.973500,34.217
2026_05_08_20_32_19.010,2.034700,36.088,1.790500,28.892,1.867100,31.078,1.973300,34.211
2026_05_08_20_32_20.001,2.035200,36.104,1.785900,28.762,1.867500,31.090,1.972800,34.196
2026_05_08_20_32_21.000,2.035100,36.101,1.783100,28.684,1.867300,31.084,1.971200,34.147
2026_05_08_20_32_22.000,2.035300,36.107,1.784800,28.731,1.867100,31.078,1.971200,34.147
2026_05_08_20_32_23.008,2.035300,36.107,1.785300,28.746,1.866700,31.067,1.971600,34.159
2026_05_08_20_32_24.000,2.035500,36.113,1.785500,28.751,1.865600,31.035,1.972300,34.181
2026_05_08_20_32_25.001,2.035500,36.113,1.789300,28.858,1.864700,31.009,1.972900,34.199
2026_05_08_20_32_26.007,2.035300,36.107,1.796000,29.047,1.863600,30.977,1.973200,34.208
2026_05_08_20_32_27.000,2.035600,36.116,1.800900,29.186,1.863600,30.977,1.974100,34.235
2026_05_08_20_32_28.003,2.035700,36.119,1.802300,29.225,1.863200,30.965,1.974000,34.232
2026_05_08_20_32_29.010,2.035600,36.116,1.806800,29.353,1.862900,30.957,1.973600,34.220
2026_05_08_20_32_30.004,2.035700,36.119,1.807200,29.364,1.862800,30.954,1.972900,34.199
2026_05_08_20_32_31.000,2.035700,36.119,1.801500,29.203,1.862800,30.954,1.971700,34.162
2026_05_08_20_32_32.009,2.036000,36.129,1.793500,28.977,1.863300,30.968,1.971200,34.147
2026_05_08_20_32_33.000,2.036100,36.132,1.789700,28.870,1.863100,30.963,1.971300,34.150
2026_05_08_20_32_34.000,2.036900,36.156,1.786900,28.791,1.862500,30.945,1.971100,34.144
2026_05_08_20_32_35.006,2.036700,36.150,1.787100,28.796,1.862800,30.954,1.970700,34.132
2026_05_08_20_32_36.001,2.036500,36.144,1.791500,28.920,1.862700,30.951,1.971700,34.162
2026_05_08_20_32_37.000,2.036300,36.138,1.793100,28.965,1.862000,30.931,1.972100,34.174
2026_05_08_20_32_38.005,2.036800,36.153,1.788100,28.824,1.861600,30.919,1.973200,34.208
2026_05_08_20_32_39.007,2.037100,36.163,1.783500,28.695,1.861900,30.928,1.974000,34.232
2026_05_08_20_32_40.010,2.037200,36.166,1.782000,28.653,1.862500,30.945,1.973900,34.229
2026_05_08_20_32_41.002,2.037300,36.169,1.780900,28.622,1.863100,30.963,1.973100,34.205
2026_05_08_20_32_42.000,2.037300,36.169,1.782800,28.675,1.862900,30.957,1.972100,34.174
2026_05_08_20_32_43.000,2.037700,36.181,1.780400,28.608,1.862300,30.939,1.972300,34.181
2026_05_08_20_32_44.010,2.037500,36.175,1.778100,28.543,1.862100,30.934,1.972900,34.199
2026_05_08_20_32_45.000,2.037500,36.175,1.779200,28.574,1.862100,30.934,1.973300,34.211
2026_05_08_20_32_46.004,2.037300,36.169,1.776700,28.504,1.862700,30.951,1.973600,34.220
2026_05_08_20_32_47.010,2.037200,36.166,1.776100,28.487,1.862900,30.957,1.974100,34.235
2026_05_08_20_32_48.007,2.037200,36.166,1.778000,28.540,1.863700,30.980,1.974700,34.253
2026_05_08_20_32_49.000,2.037500,36.175,1.782000,28.653,1.864500,31.003,1.973900,34.229
2026_05_08_20_32_50.006,2.037600,36.178,1.789100,28.853,1.864800,31.012,1.974400,34.244
2026_05_08_20_32_51.005,2.037600,36.178,1.798400,29.115,1.865100,31.020,1.975600,34.280
2026_05_08_20_32_52.004,2.037500,36.175,1.804400,29.285,1.865600,31.035,1.976000,34.292
2026_05_08_20_32_53.004,2.037700,36.181,1.808500,29.401,1.866900,31.072,1.975200,34.268
2026_05_08_20_32_54.001,2.037600,36.178,1.805300,29.310,1.867500,31.090,1.974900,34.259
2026_05_08_20_32_55.000,2.037600,36.178,1.800300,29.169,1.867600,31.093,1.975100,34.265
2026_05_08_20_32_56.000,2.037300,36.169,1.802400,29.228,1.867100,31.078,1.975100,34.265
2026_05_08_20_32_57.007,2.037900,36.188,1.807200,29.364,1.866000,31.046,1.974800,34.256
2026_05_08_20_32_58.004,2.037600,36.178,1.809500,29.429,1.865600,31.035,1.975300,34.271
2026_05_08_20_32_59.001,2.038000,36.191,1.816000,29.614,1.865600,31.035,1.975300,34.271
2026_05_08_20_33_00.008,2.038000,36.191,1.817900,29.668,1.866700,31.067,1.974700,34.253
2026_05_08_20_33_01.000,2.038500,36.206,1.814000,29.557,1.867700,31.095,1.974700,34.253
2026_05_08_20_33_02.004,2.038100,36.194,1.803500,29.259,1.868100,31.107,1.975100,34.265
2026_05_08_20_33_03.000,2.038300,36.200,1.797600,29.092,1.868100,31.107,1.973900,34.229
2026_05_08_20_33_04.009,2.038400,36.203,1.799200,29.138,1.867600,31.093,1.975300,34.271
2026_05_08_20_33_05.003,2.038500,36.206,1.800400,29.172,1.867200,31.081,1.975700,34.283
2026_05_08_20_33_06.006,2.038800,36.216,1.796300,29.056,1.867200,31.081,1.977200,34.328
2026_05_08_20_33_07.000,2.038400,36.203,1.798000,29.104,1.866800,31.069,1.977500,34.337
2026_05_08_20_33_08.008,2.038300,36.200,1.800400,29.172,1.864900,31.015,1.977600,34.340
2026_05_08_20_33_09.000,2.038300,36.200,1.798700,29.124,1.864800,31.012,1.977900,34.349
