datetime,CH1_V,CH1_T_C,CH2_V,CH2_T_C,CH3_V,CH3_T_C,CH4_V,CH4_T_C
2026_05_08_20_06_13.001,1.809700,29.435,1.742000,27.534,1.658000,25.218,,
2026_05_08_20_06_14.012,1.810100,29.446,1.742800,27.556,1.660700,25.292,,
2026_05_08_20_06_15.002,1.810800,29.466,1.743200,27.567,1.663100,25.358,,
2026_05_08_20_06_16.000,1.811100,29.475,1.743100,27.564,1.663900,25.380,,
2026_05_08_20_06_17.007,1.811900,29.497,1.742900,27.559,1.664400,25.393,,
2026_05_08_20_06_18.012,1.812100,29.503,1.743100,27.564,1.665500,25.423,,
2026_05_08_20_06_19.007,1.812100,29.503,1.743600,27.578,1.666800,25.459,,
2026_05_08_20_06_20.000,1.812100,29.503,1.744400,27.600,1.668100,25.495,,
2026_05_08_20_06_21.000,1.812500,29.514,1.744400,27.600,1.669100,25.522,,
2026_05_08_20_06_22.001,1.813100,29.532,1.744800,27.612,1.669200,25.525,,
2026_05_08_20_06_23.005,1.812700,29.520,1.744900,27.614,1.668800,25.514,,
2026_05_08_20_06_24.000,1.812500,29.514,1.744500,27.603,1.668900,25.516,,
2026_05_08_20_06_25.001,1.812900,29.526,1.744800,27.612,1.669100,25.522,,
2026_05_08_20_06_26.009,1.813300,29.537,1.744800,27.612,1.668800,25.514,,
2026_05_08_20_06_27.008,1.813600,29.546,1.744900,27.614,1.667300,25.473,,
2026_05_08_20_06_28.001,1.813700,29.549,1.746000,27.645,1.666700,25.456,,
2026_05_08_20_06_29.000,1.814400,29.568,1.746800,27.667,1.666400,25.448,,
2026_05_08_20_06_30.005,1.814900,29.583,1.746900,27.670,1.665700,25.429,,
2026_05_08_20_06_31.005,1.815100,29.588,1.747100,27.676,1.665100,25.412,,
2026_05_08_20_06_32.005,1.815200,29.591,1.747600,27.690,1.664500,25.396,,
2026_05_08_20_06_33.007,1.815200,29.591,1.748000,27.701,1.664900,25.407,,
2026_05_08_20_06_34.010,1.815500,29.600,1.748700,27.720,1.662300,25.336,,
2026_05_08_20_06_35.010,1.815900,29.611,1.748800,27.723,1.657900,25.216,,
2026_05_08_20_06_36.009,1.816700,29.634,1.749500,27.742,1.656400,25.175,,
2026_05_08_20_06_37.000,1.817600,29.659,1.750000,27.756,1.656300,25.172,,
2026_05_08_20_06_38.011,1.818000,29.671,1.750000,27.756,1.657200,25.197,,
2026_05_08_20_06_39.000,1.818300,29.679,1.749500,27.742,1.657700,25.210,,
2026_05_08_20_06_40.001,1.818900,29.696,1.749300,27.737,1.656400,25.175,,
2026_05_08_20_06_41.004,1.818900,29.696,1.749700,27.748,1.654300,25.117,,
2026_05_08_20_06_42.005,1.819500,29.713,1.750700,27.776,1.653100,25.085,,
2026_05_08_20_06_43.000,1.819700,29.719,1.751300,27.793,1.652300,25.063,,
2026_05_08_20_06_44.009,1.819900,29.725,1.751700,27.804,1.652100,25.057,,
2026_05_08_20_06_45.004,1.819500,29.713,1.752700,27.832,1.652400,25.065,,
2026_05_08_20_06_46.009,1.819700,29.719,1.752700,27.832,1.654100,25.112,,
2026_05_08_20_06_47.000,1.819700,29.719,1.752700,27.832,1.656800,25.186,,
2026_05_08_20_06_48.004,1.819900,29.725,1.753200,27.846,1.659900,25.270,,
2026_05_08_20_06_49.008,1.820100,29.730,1.753500,27.854,1.662400,25.339,,
2026_05_08_20_06_50.000,1.820700,29.748,1.753700,27.860,1.664700,25.402,,
2026_05_08_20_06_51.000,1.820900,29.753,1.754500,27.882,1.666400,25.448,,
2026_05_08_20_06_52.004,1.821100,29.759,1.754800,27.890,1.667200,25.470,,
2026_05_08_20_06_53.000,1.821500,29.770,1.755300,27.904,1.666900,25.462,,
2026_05_08_20_06_54.007,1.821700,29.776,1.755300,27.904,1.667600,25.481,,
2026_05_08_20_06_55.000,1.821600,29.773,1.755600,27.913,1.668800,25.514,,
2026_05_08_20_06_56.000,1.822100,29.787,1.755700,27.916,1.668500,25.506,,
2026_05_08_20_06_57.000,1.822300,29.793,1.755600,27.913,1.667200,25.470,,
2026_05_08_20_06_58.004,1.822400,29.796,1.755100,27.899,1.664700,25.402,,
2026_05_08_20_06_59.000,1.822500,29.799,1.755100,27.899,1.662500,25.341,,
2026_05_08_20_07_00.000,1.822900,29.810,1.755900,27.921,1.660900,25.298,,
2026_05_08_20_07_01.009,1.823500,29.827,1.756400,27.935,1.659300,25.254,,
2026_05_08_20_07_02.003,1.824700,29.861,1.756900,27.949,1.657500,25.205,,
2026_05_08_20_07_03.000,1.825200,29.876,1.757500,27.966,1.655900,25.161,,
2026_05_08_20_07_04.010,1.825900,29.896,1.757700,27.971,1.655500,25.150,,
2026_05_08_20_07_05.006,1.826500,29.913,1.758400,27.991,1.655500,25.150,,
2026_05_08_20_07_06.000,1.826800,29.921,1.759300,28.016,1.655500,25.150,,
2026_05_08_20_07_07.006,1.827900,29.953,1.759700,28.027,1.656400,25.175,,
2026_05_08_20_07_08.006,1.828500,29.970,1.760400,28.047,1.659500,25.259,,
2026_05_08_20_07_09.000,1.828500,29.970,1.760000,28.036,1.662400,25.339,,
2026_05_08_20_07_10.009,1.828700,29.976,1.759100,28.011,1.663300,25.363,,
2026_05_08_20_07_11.000,1.828700,29.976,1.759200,28.013,1.663500,25.369,,
2026_05_08_20_07_12.000,1.829600,30.001,1.759300,28.016,1.662500,25.341,,
2026_05_08_20_07_13.001,1.829700,30.004,1.760500,28.050,1.661500,25.314,,
2026_05_08_20_07_14.005,1.829700,30.004,1.761300,28.072,1.660800,25.295,,
2026_05_08_20_07_15.004,1.830000,30.013,1.761600,28.080,1.660400,25.284,,
2026_05_08_20_07_16.006,1.830000,30.013,1.761700,28.083,1.661300,25.309,,
2026_05_08_20_07_17.000,1.830500,30.027,1.761500,28.078,1.662100,25.330,,
