datetime,CH1_V,CH1_T_C,CH2_V,CH2_T_C,CH3_V,CH3_T_C,CH4_V,CH4_T_C
2026_05_08_20_55_16.000,2.140300,39.459,2.075900,37.380,1.623600,24.282,,
2026_05_08_20_55_17.008,2.141600,39.502,2.076100,37.387,1.623300,24.273,,
2026_05_08_20_55_18.000,2.142100,39.519,2.077200,37.422,1.623500,24.279,,
2026_05_08_20_55_19.005,2.140900,39.479,2.077300,37.425,1.623500,24.279,,
2026_05_08_20_55_20.008,2.140300,39.459,2.075900,37.380,1.623300,24.273,,
2026_05_08_20_55_21.001,2.140800,39.476,2.074400,37.333,1.622900,24.263,,
2026_05_08_20_55_22.007,2.141500,39.499,2.075100,37.355,1.622300,24.246,,
2026_05_08_20_55_23.000,2.141600,39.502,2.077300,37.425,1.621300,24.219,,
2026_05_08_20_55_24.000,2.141900,39.512,2.078300,37.456,1.620300,24.192,,
2026_05_08_20_55_25.008,2.141900,39.512,2.078300,37.456,1.619300,24.165,,
2026_05_08_20_55_26.004,2.141700,39.505,2.077700,37.437,1.618400,24.140,,
2026_05_08_20_55_27.000,2.142100,39.519,2.077200,37.422,1.618100,24.132,,
2026_05_08_20_55_28.000,2.140800,39.476,2.076900,37.412,1.618400,24.140,,
2026_05_08_20_55_29.008,2.140800,39.476,2.077500,37.431,1.618500,24.143,,
2026_05_08_20_55_30.005,2.140700,39.472,2.078100,37.450,1.617900,24.127,,
2026_05_08_20_55_31.000,2.139900,39.446,2.077300,37.425,1.615700,24.067,,
2026_05_08_20_55_32.000,2.140800,39.476,2.076700,37.406,1.614300,24.029,,
2026_05_08_20_55_33.004,2.141300,39.492,2.077200,37.422,1.613700,24.013,,
2026_05_08_20_55_34.002,2.141600,39.502,2.078100,37.450,1.613900,24.018,,
2026_05_08_20_55_35.007,2.142800,39.542,2.079500,37.495,1.614500,24.035,,
2026_05_08_20_55_36.009,2.143600,39.568,2.081100,37.545,1.614800,24.043,,
2026_05_08_20_55_37.000,2.143300,39.558,2.081600,37.561,1.614300,24.029,,
2026_05_08_20_55_38.002,2.143300,39.558,2.080900,37.539,1.614800,24.043,,
2026_05_08_20_55_39.000,2.143700,39.571,2.080500,37.526,1.614400,24.032,,
2026_05_08_20_55_40.007,2.144100,39.584,2.080100,37.514,1.613200,23.999,,
2026_05_08_20_55_41.006,2.144400,39.594,2.079100,37.482,1.612400,23.978,,
2026_05_08_20_55_42.000,2.144900,39.611,2.077900,37.444,1.612500,23.980,,
2026_05_08_20_55_43.000,2.145100,39.617,2.077600,37.434,1.613300,24.002,,
2026_05_08_20_55_44.000,2.144400,39.594,2.078000,37.447,1.613700,24.013,,
2026_05_08_20_55_45.001,2.143500,39.565,2.078500,37.463,1.614400,24.032,,
2026_05_08_20_55_46.001,2.143600,39.568,2.077300,37.425,1.614800,24.043,,
2026_05_08_20_55_47.008,2.142500,39.532,2.078100,37.450,1.616100,24.078,,
2026_05_08_20_55_48.000,2.140900,39.479,2.078900,37.475,1.616900,24.100,,
2026_05_08_20_55_49.000,2.140400,39.463,2.079700,37.501,1.617500,24.116,,
2026_05_08_20_55_50.014,2.140100,39.453,2.079700,37.501,1.617900,24.127,,
2026_05_08_20_55_51.000,2.140100,39.453,2.080100,37.514,1.618800,24.151,,
2026_05_08_20_55_52.006,2.141300,39.492,2.080500,37.526,1.618500,24.143,,
2026_05_08_20_55_53.002,2.142000,39.515,2.079600,37.498,1.617200,24.108,,
2026_05_08_20_55_54.010,2.142500,39.532,2.078700,37.469,1.614500,24.035,,
2026_05_08_20_55_55.006,2.142100,39.519,2.077500,37.431,1.612700,23.986,,
2026_05_08_20_55_56.001,2.141600,39.502,2.077500,37.431,1.611100,23.942,,
2026_05_08_20_55_57.002,2.141200,39.489,2.076800,37.409,1.610400,23.923,,
2026_05_08_20_55_58.000,2.141200,39.489,2.078500,37.463,1.610100,23.915,,
2026_05_08_20_55_59.003,2.141500,39.499,2.080000,37.510,1.609200,23.891,,
2026_05_08_20_56_00.010,2.141300,39.492,2.080700,37.533,1.608400,23.869,,
2026_05_08_20_56_01.000,2.140900,39.479,2.080800,37.536,1.608800,23.880,,
2026_05_08_20_56_02.000,2.140400,39.463,2.079200,37.485,1.609500,23.899,,
2026_05_08_20_56_03.006,2.140000,39.449,2.079200,37.485,1.611700,23.959,,
2026_05_08_20_56_04.005,2.140700,39.472,2.078700,37.469,1.613900,24.018,,
2026_05_08_20_56_05.005,2.141100,39.486,2.079600,37.498,1.615300,24.056,,
2026_05_08_20_56_06.000,2.141200,39.489,2.080800,37.536,1.616800,24.097,,
2026_05_08_20_56_07.008,2.141500,39.499,2.081900,37.571,1.618100,24.132,,
2026_05_08_20_56_08.000,2.141900,39.512,2.082300,37.584,1.618100,24.132,,
2026_05_08_20_56_09.007,2.141200,39.489,2.082000,37.574,1.618300,24.138,,
2026_05_08_20_56_10.000,2.140100,39.453,2.081100,37.545,1.620000,24.184,,
2026_05_08_20_56_11.002,2.139500,39.433,2.082000,37.574,1.621200,24.216,,
2026_05_08_20_56_12.000,2.139600,39.436,2.082300,37.584,1.622100,24.241,,
2026_05_08_20_56_13.000,2.140700,39.472,2.080800,37.536,1.623300,24.273,,
2026_05_08_20_56_14.000,2.141200,39.489,2.078300,37.456,1.624400,24.303,,
2026_05_08_20_56_15.000,2.141900,39.512,2.079100,37.482,1.625100,24.322,,
2026_05_08_20_56_16.002,2.142400,39.528,2.080800,37.536,1.625600,24.336,,
2026_05_08_20_56_17.007,2.143100,39.551,2.080800,37.536,1.626400,24.358,,
2026_05_08_20_56_18.003,2.142400,39.528,2.080500,37.526,1.626500,24.360,,
2026_05_08_20_56_19.001,2.141600,39.502,2.080900,37.539,1.626900,24.371,,
2026_05_08_20_56_20.000,2.141500,39.499,2.081300,37.552,1.627100,24.377,,
2026_05_08_20_56_21.007,2.142100,39.519,2.082400,37.587,1.627100,24.377,,
2026_05_08_20_56_22.002,2.141900,39.512,2.082700,37.596,1.626900,24.371,,
2026_05_08_20_56_23.009,2.141700,39.505,2.082100,37.577,1.626300,24.355,,
2026_05_08_20_56_24.009,2.142400,39.528,2.082100,37.577,1.625200,24.325,,
2026_05_08_20_56_25.000,2.142900,39.545,2.082700,37.596,1.624100,24.295,,
2026_05_08_20_56_26.002,2.142100,39.519,2.082300,37.584,1.623300,24.273,,
2026_05_08_20_56_27.001,2.142400,39.528,2.080500,37.526,1.622800,24.260,,
2026_05_08_20_56_28.000,2.142300,39.525,2.079500,37.495,1.623100,24.268,,
2026_05_08_20_56_29.000,2.140300,39.459,2.080300,37.520,1.624000,24.292,,
2026_05_08_20_56_30.007,2.138900,39.413,2.080100,37.514,1.624900,24.317,,
2026_05_08_20_56_31.004,2.138100,39.387,2.080000,37.510,1.626700,24.366,,
2026_05_08_20_56_32.005,2.137600,39.371,2.079200,37.485,1.627200,24.379,,
2026_05_08_20_56_33.009,2.139100,39.420,2.079600,37.498,1.625900,24.344,,
2026_05_08_20_56_34.006,2.139200,39.423,2.078800,37.472,1.623900,24.290,,
2026_05_08_20_56_35.006,2.139100,39.420,2.078400,37.460,1.622500,24.252,,
2026_05_08_20_56_36.004,2.140100,39.453,2.079700,37.501,1.621500,24.225,,
2026_05_08_20_56_37.008,2.141300,39.492,2.080900,37.539,1.620700,24.203,,
2026_05_08_20_56_38.006,2.143100,39.551,2.081600,37.561,1.620100,24.187,,
2026_05_08_20_56_39.011,2.143200,39.555,2.080900,37.539,1.620300,24.192,,
2026_05_08_20_56_40.002,2.143700,39.571,2.080400,37.523,1.621200,24.216,,
2026_05_08_20_56_41.000,2.143300,39.558,2.080800,37.536,1.622300,24.246,,
2026_05_08_20_56_42.008,2.142900,39.545,2.080100,37.514,1.622700,24.257,,
2026_05_08_20_56_43.001,2.141700,39.505,2.078400,37.460,1.623300,24.273,,
2026_05_08_20_56_44.007,2.141900,39.512,2.077100,37.418,1.623700,24.284,,
2026_05_08_20_56_45.000,2.142100,39.519,2.078700,37.469,1.623900,24.290,,
2026_05_08_20_56_46.010,2.142100,39.519,2.079500,37.495,1.623600,24.282,,
2026_05_08_20_56_47.002,2.142700,39.538,2.078100,37.450,1.623300,24.273,,
2026_05_08_20_56_48.001,2.142100,39.519,2.077200,37.422,1.622800,24.260,,
2026_05_08_20_56_49.005,2.142700,39.538,2.077300,37.425,1.620700,24.203,,
2026_05_08_20_56_50.001,2.143200,39.555,2.078500,37.463,1.619300,24.165,,
2026_05_08_20_56_51.007,2.143500,39.565,2.078800,37.472,1.618000,24.130,,
2026_05_08_20_56_52.008,2.143600,39.568,2.078300,37.456,1.616500,24.089,,
2026_05_08_20_56_53.000,2.143700,39.571,2.077500,37.431,1.614800,24.043,,
2026_05_08_20_56_54.004,2.144800,39.608,2.079100,37.482,1.613300,24.002,,
2026_05_08_20_56_55.000,2.144700,39.604,2.078800,37.472,1.612800,23.989,,
2026_05_08_20_56_56.000,2.145200,39.621,2.076800,37.409,1.612500,23.980,,
2026_05_08_20_56_57.000,2.146000,39.647,2.076400,37.396,1.613200,23.999,,
2026_05_08_20_56_58.002,2.145700,39.637,2.076900,37.412,1.613700,24.013,,
2026_05_08_20_56_59.004,2.144800,39.608,2.077300,37.425,1.614500,24.035,,
2026_05_08_20_57_00.006,2.144500,39.598,2.076800,37.409,1.615600,24.064,,
2026_05_08_20_57_01.000,2.145100,39.617,2.078300,37.456,1.616300,24.083,,
2026_05_08_20_57_02.000,2.145700,39.637,2.080400,37.523,1.616300,24.083,,
2026_05_08_20_57_03.000,2.146000,39.647,2.081900,37.571,1.615600,24.064,,
2026_05_08_20_57_04.000,2.145600,39.634,2.081700,37.564,1.616800,24.097,,
2026_05_08_20_57_05.006,2.145300,39.624,2.080000,37.510,1.618900,24.154,,
2026_05_08_20_57_06.006,2.145300,39.624,2.079200,37.485,1.620800,24.206,,
2026_05_08_20_57_07.010,2.145100,39.617,2.078800,37.472,1.622400,24.249,,
2026_05_08_20_57_08.002,2.144000,39.581,2.079300,37.488,1.623900,24.290,,
2026_05_08_20_57_09.003,2.143900,39.578,2.078400,37.460,1.624900,24.317,,
2026_05_08_20_57_10.009,2.144300,39.591,2.078000,37.447,1.625300,24.328,,
2026_05_08_20_57_11.010,2.144000,39.581,2.080100,37.514,1.624800,24.314,,
2026_05_08_20_57_12.000,2.144100,39.584,2.080100,37.514,1.623900,24.290,,
2026_05_08_20_57_13.000,2.144300,39.591,2.080000,37.510,1.623600,24.282,,
2026_05_08_20_57_14.004,2.144300,39.591,2.079200,37.485,1.623300,24.273,,
2026_05_08_20_57_15.000,2.144400,39.594,2.079200,37.485,1.621500,24.225,,
2026_05_08_20_57_16.004,2.144400,39.594,2.079700,37.501,1.618700,24.149,,
2026_05_08_20_57_17.005,2.144100,39.584,2.080700,37.533,1.617200,24.108,,
2026_05_08_20_57_18.003,2.143900,39.578,2.081600,37.561,1.616300,24.083,,
2026_05_08_20_57_19.000,2.143700,39.571,2.081200,37.549,1.616300,24.083,,
2026_05_08_20_57_20.000,2.144300,39.591,2.080000,37.510,1.615700,24.067,,
2026_05_08_20_57_21.010,2.144400,39.594,2.079200,37.485,1.615200,24.054,,
2026_05_08_20_57_22.007,2.144300,39.591,2.077900,37.444,1.614700,24.040,,
2026_05_08_20_57_23.000,2.143300,39.558,2.077300,37.425,1.615100,24.051,,
2026_05_08_20_57_24.003,2.143500,39.565,2.077100,37.418,1.617200,24.108,,
2026_05_08_20_57_25.000,2.143700,39.571,2.077900,37.444,1.618400,24.140,,
2026_05_08_20_57_26.001,2.145200,39.621,2.079700,37.501,1.618800,24.151,,
2026_05_08_20_57_27.000,2.146100,39.650,2.080000,37.510,1.618900,24.154,,
2026_05_08_20_57_28.000,2.146400,39.660,2.078700,37.469,1.618100,24.132,,
2026_05_08_20_57_29.002,2.146000,39.647,2.077500,37.431,1.616900,24.100,,
2026_05_08_20_57_30.000,2.145700,39.637,2.076900,37.412,1.615900,24.073,,
2026_05_08_20_57_31.000,2.144900,39.611,2.077900,37.444,1.615100,24.051,,
2026_05_08_20_57_32.006,2.144100,39.584,2.077300,37.425,1.614700,24.040,,
2026_05_08_20_57_33.000,2.144000,39.581,2.077500,37.431,1.614100,24.024,,
2026_05_08_20_57_34.005,2.145200,39.621,2.078400,37.460,1.614400,24.032,,
2026_05_08_20_57_35.007,2.145900,39.644,2.080100,37.514,1.615300,24.056,,
2026_05_08_20_57_36.003,2.145900,39.644,2.080400,37.523,1.616300,24.083,,
2026_05_08_20_57_37.009,2.145500,39.631,2.079600,37.498,1.617300,24.111,,
2026_05_08_20_57_38.000,2.145300,39.624,2.079200,37.485,1.618000,24.130,,
2026_05_08_20_57_39.000,2.144800,39.608,2.078100,37.450,1.618800,24.151,,
2026_05_08_20_57_40.001,2.144000,39.581,2.079700,37.501,1.619700,24.176,,
2026_05_08_20_57_41.004,2.143900,39.578,2.079900,37.507,1.619700,24.176,,
2026_05_08_20_57_42.007,2.143300,39.558,2.080800,37.536,1.620000,24.184,,
2026_05_08_20_57_43.000,2.143200,39.555,2.082100,37.577,1.620100,24.187,,
2026_05_08_20_57_44.009,2.143300,39.558,2.082100,37.577,1.620100,24.187,,
2026_05_08_20_57_45.001,2.143900,39.578,2.080300,37.520,1.620400,24.195,,
2026_05_08_20_57_46.000,2.144100,39.584,2.079900,37.507,1.620300,24.192,,
2026_05_08_20_57_47.000,2.144100,39.584,2.080800,37.536,1.619700,24.176,,
2026_05_08_20_57_48.002,2.144300,39.591,2.082800,37.599,1.618800,24.151,,
2026_05_08_20_57_49.008,2.144400,39.594,2.084400,37.650,1.618500,24.143,,
2026_05_08_20_57_50.006,2.145200,39.621,2.084000,37.638,1.618100,24.132,,
2026_05_08_20_57_51.008,2.144800,39.608,2.084000,37.638,1.618100,24.132,,
2026_05_08_20_57_52.003,2.144700,39.604,2.082800,37.599,1.618300,24.138,,
2026_05_08_20_57_53.014,2.144300,39.591,2.082100,37.577,1.618400,24.140,,
2026_05_08_20_57_54.004,2.144500,39.598,2.082900,37.603,1.619300,24.165,,
2026_05_08_20_57_55.007,2.144400,39.594,2.082800,37.599,1.619900,24.181,,
2026_05_08_20_57_56.000,2.144700,39.604,2.082900,37.603,1.620900,24.208,,
2026_05_08_20_57_57.000,2.144300,39.591,2.082400,37.587,1.621700,24.230,,
2026_05_08_20_57_58.000,2.144500,39.598,2.082100,37.577,1.622100,24.241,,
2026_05_08_20_57_59.001,2.144900,39.611,2.083500,37.622,1.623100,24.268,,
2026_05_08_20_58_00.000,2.144500,39.598,2.084300,37.647,1.624000,24.292,,
2026_05_08_20_58_01.003,2.144000,39.581,2.083600,37.625,1.624500,24.306,,
2026_05_08_20_58_02.006,2.143700,39.571,2.082100,37.577,1.624300,24.301,,
2026_05_08_20_58_03.000,2.143700,39.571,2.082000,37.574,1.623600,24.282,,
2026_05_08_20_58_04.000,2.144700,39.604,2.082000,37.574,1.622300,24.246,,
2026_05_08_20_58_05.000,2.144900,39.611,2.080500,37.526,1.619200,24.162,,
2026_05_08_20_58_06.000,2.144900,39.611,2.079900,37.507,1.616500,24.089,,
2026_05_08_20_58_07.003,2.145500,39.631,2.081200,37.549,1.615300,24.056,,
2026_05_08_20_58_08.002,2.146300,39.657,2.081900,37.571,1.613600,24.010,,
2026_05_08_20_58_09.000,2.147100,39.683,2.082800,37.599,1.613200,23.999,,
2026_05_08_20_58_10.004,2.146900,39.677,2.083100,37.609,1.612900,23.991,,
2026_05_08_20_58_11.003,2.146900,39.677,2.082500,37.590,1.612500,23.980,,
2026_05_08_20_58_12.000,2.145700,39.637,2.083600,37.625,1.612900,23.991,,
2026_05_08_20_58_13.006,2.144500,39.598,2.083300,37.615,1.614000,24.021,,
2026_05_08_20_58_14.006,2.145100,39.617,2.082900,37.603,1.615700,24.067,,
2026_05_08_20_58_15.000,2.145600,39.634,2.083600,37.625,1.617200,24.108,,
2026_05_08_20_58_16.000,2.146100,39.650,2.084100,37.641,1.617100,24.105,,
2026_05_08_20_58_17.000,2.145600,39.634,2.083100,37.609,1.617100,24.105,,
2026_05_08_20_58_18.008,2.145700,39.637,2.082800,37.599,1.616400,24.086,,
2026_05_08_20_58_19.003,2.146000,39.647,2.082900,37.603,1.616500,24.089,,
2026_05_08_20_58_20.008,2.145900,39.644,2.082300,37.584,1.617600,24.119,,
2026_05_08_20_58_21.000,2.145700,39.637,2.081900,37.571,1.617900,24.127,,
2026_05_08_20_58_22.000,2.144700,39.604,2.082100,37.577,1.619100,24.159,,
2026_05_08_20_58_23.005,2.144300,39.591,2.081100,37.545,1.618800,24.151,,
2026_05_08_20_58_24.007,2.144000,39.581,2.080800,37.536,1.618400,24.140,,
2026_05_08_20_58_25.000,2.143500,39.565,2.082300,37.584,1.618900,24.154,,
2026_05_08_20_58_26.003,2.144000,39.581,2.082500,37.590,1.620500,24.197,,
2026_05_08_20_58_27.001,2.143900,39.578,2.082100,37.577,1.622100,24.241,,
2026_05_08_20_58_28.000,2.143700,39.571,2.081500,37.558,1.623700,24.284,,
2026_05_08_20_58_29.000,2.143600,39.568,2.081600,37.561,1.625100,24.322,,
2026_05_08_20_58_30.006,2.143900,39.578,2.082800,37.599,1.625700,24.339,,
2026_05_08_20_58_31.006,2.144500,39.598,2.084300,37.647,1.624900,24.317,,
2026_05_08_20_58_32.000,2.144400,39.594,2.084400,37.650,1.623100,24.268,,
2026_05_08_20_58_33.004,2.144500,39.598,2.084100,37.641,1.621200,24.216,,
2026_05_08_20_58_34.000,2.144400,39.594,2.084800,37.663,1.619900,24.181,,
2026_05_08_20_58_35.000,2.143900,39.578,2.084900,37.666,1.619100,24.159,,
2026_05_08_20_58_36.005,2.144300,39.591,2.084300,37.647,1.618100,24.132,,
2026_05_08_20_58_37.007,2.144300,39.591,2.084700,37.660,1.618400,24.140,,
2026_05_08_20_58_38.009,2.144100,39.584,2.084900,37.666,1.618800,24.151,,
2026_05_08_20_58_39.000,2.144700,39.604,2.084800,37.663,1.618700,24.149,,
2026_05_08_20_58_40.000,2.145500,39.631,2.085500,37.685,1.619500,24.170,,
2026_05_08_20_58_41.002,2.146700,39.670,2.085500,37.685,1.620700,24.203,,
2026_05_08_20_58_42.006,2.147200,39.687,2.084400,37.650,1.622100,24.241,,
2026_05_08_20_58_43.011,2.146400,39.660,2.083900,37.634,1.622400,24.249,,
2026_05_08_20_58_44.006,2.146100,39.650,2.082000,37.574,1.622000,24.238,,
2026_05_08_20_58_45.009,2.144800,39.608,2.082000,37.574,1.622300,24.246,,
2026_05_08_20_58_46.002,2.144300,39.591,2.082100,37.577,1.622800,24.260,,
2026_05_08_20_58_47.001,2.144100,39.584,2.081600,37.561,1.623500,24.279,,
2026_05_08_20_58_48.001,2.144300,39.591,2.082300,37.584,1.624100,24.295,,
2026_05_08_20_58_49.000,2.144900,39.611,2.084900,37.666,1.624800,24.314,,
2026_05_08_20_58_50.004,2.145500,39.631,2.086300,37.711,1.624300,24.301,,
2026_05_08_20_58_51.008,2.146000,39.647,2.086500,37.717,1.623300,24.273,,
2026_05_08_20_58_52.000,2.146100,39.650,2.087100,37.736,1.622700,24.257,,
2026_05_08_20_58_53.011,2.146000,39.647,2.085500,37.685,1.622300,24.246,,
2026_05_08_20_58_54.006,2.146800,39.674,2.084500,37.654,1.621500,24.225,,
2026_05_08_20_58_55.007,2.147100,39.683,2.083100,37.609,1.620900,24.208,,
2026_05_08_20_58_56.000,2.146000,39.647,2.082000,37.574,1.619200,24.162,,
2026_05_08_20_58_57.001,2.144800,39.608,2.082100,37.577,1.616000,24.075,,
2026_05_08_20_58_58.001,2.144500,39.598,2.083100,37.609,1.614000,24.021,,
2026_05_08_20_58_59.000,2.145600,39.634,2.081700,37.564,1.612700,23.986,,
2026_05_08_20_59_00.000,2.146100,39.650,2.080800,37.536,1.611300,23.948,,
2026_05_08_20_59_01.001,2.146300,39.657,2.081200,37.549,1.609600,23.902,,
2026_05_08_20_59_02.002,2.146100,39.650,2.081900,37.571,1.608100,23.861,,
2026_05_08_20_59_03.000,2.146300,39.657,2.081700,37.564,1.607600,23.848,,
2026_05_08_20_59_04.000,2.146100,39.650,2.082400,37.587,1.607600,23.848,,
2026_05_08_20_59_05.009,2.146700,39.670,2.082100,37.577,1.608300,23.867,,
2026_05_08_20_59_06.001,2.146700,39.670,2.082300,37.584,1.609200,23.891,,
2026_05_08_20_59_07.009,2.146900,39.677,2.080800,37.536,1.610300,23.921,,
2026_05_08_20_59_08.001,2.147100,39.683,2.080000,37.510,1.611200,23.945,,
2026_05_08_20_59_09.005,2.146100,39.650,2.078800,37.472,1.611500,23.953,,
2026_05_08_20_59_10.000,2.146400,39.660,2.078800,37.472,1.611500,23.953,,
2026_05_08_20_59_11.000,2.146700,39.670,2.079300,37.488,1.612000,23.967,,
2026_05_08_20_59_12.007,2.147600,39.700,2.079700,37.501,1.612400,23.978,,
2026_05_08_20_59_13.013,2.147600,39.700,2.081200,37.549,1.614100,24.024,,
2026_05_08_20_59_14.000,2.148000,39.713,2.082900,37.603,1.616000,24.075,,
2026_05_08_20_59_15.009,2.148400,39.726,2.081500,37.558,1.615900,24.073,,
2026_05_08_20_59_16.005,2.148900,39.743,2.081200,37.549,1.614500,24.035,,
2026_05_08_20_59_17.001,2.149100,39.750,2.081500,37.558,1.613600,24.010,,
2026_05_08_20_59_18.000,2.147700,39.703,2.080500,37.526,1.613200,23.999,,
2026_05_08_20_59_19.001,2.145900,39.644,2.080500,37.526,1.613100,23.997,,
2026_05_08_20_59_20.000,2.145200,39.621,2.081300,37.552,1.612400,23.978,,
2026_05_08_20_59_21.004,2.146500,39.664,2.081500,37.558,1.612100,23.970,,
2026_05_08_20_59_22.000,2.148100,39.716,2.081500,37.558,1.612400,23.978,,
2026_05_08_20_59_23.003,2.148800,39.740,2.081500,37.558,1.612100,23.970,,
2026_05_08_20_59_24.000,2.148700,39.736,2.080500,37.526,1.610500,23.926,,
2026_05_08_20_59_25.000,2.148700,39.736,2.081200,37.549,1.609200,23.891,,
2026_05_08_20_59_26.000,2.149900,39.776,2.082300,37.584,1.608800,23.880,,
2026_05_08_20_59_27.001,2.150300,39.789,2.083200,37.612,1.608900,23.883,,
2026_05_08_20_59_28.001,2.148800,39.740,2.083100,37.609,1.609900,23.910,,
2026_05_08_20_59_29.007,2.146900,39.677,2.083600,37.625,1.610000,23.913,,
2026_05_08_20_59_30.004,2.146100,39.650,2.083500,37.622,1.609600,23.902,,
2026_05_08_20_59_31.000,2.145900,39.644,2.081600,37.561,1.608700,23.877,,
2026_05_08_20_59_32.001,2.146100,39.650,2.081200,37.549,1.607100,23.834,,
2026_05_08_20_59_33.003,2.147100,39.683,2.082300,37.584,1.605900,23.802,,
2026_05_08_20_59_34.000,2.146900,39.677,2.082300,37.584,1.605100,23.780,,
2026_05_08_20_59_35.004,2.147200,39.687,2.080900,37.539,1.605200,23.783,,
2026_05_08_20_59_36.010,2.147900,39.710,2.080900,37.539,1.608000,23.858,,
2026_05_08_20_59_37.000,2.147700,39.703,2.080700,37.533,1.611500,23.953,,
2026_05_08_20_59_38.000,2.147600,39.700,2.081300,37.552,1.613700,24.013,,
2026_05_08_20_59_39.009,2.147600,39.700,2.082700,37.596,1.616000,24.075,,
2026_05_08_20_59_40.000,2.147600,39.700,2.083900,37.634,1.618800,24.151,,
2026_05_08_20_59_41.003,2.146900,39.677,2.083700,37.628,1.621100,24.214,,
2026_05_08_20_59_42.000,2.146400,39.660,2.081900,37.571,1.622300,24.246,,
2026_05_08_20_59_43.001,2.146900,39.677,2.079900,37.507,1.620900,24.208,,
2026_05_08_20_59_44.004,2.146900,39.677,2.078400,37.460,1.619100,24.159,,
2026_05_08_20_59_45.008,2.147600,39.700,2.077500,37.431,1.617600,24.119,,
2026_05_08_20_59_46.000,2.147900,39.710,2.078800,37.472,1.616800,24.097,,
2026_05_08_20_59_47.007,2.148300,39.723,2.080000,37.510,1.617100,24.105,,
2026_05_08_20_59_48.009,2.148000,39.713,2.080100,37.514,1.615700,24.067,,
