datetime,CH1_V,CH1_T_C,CH2_V,CH2_T_C,CH3_V,CH3_T_C,CH4_V,CH4_T_C
2026_05_08_20_30_44.001,2.163200,40.218,2.186900,41.015,2.117900,38.727,2.130400,39.135
2026_05_08_20_30_45.008,2.163300,40.221,2.187100,41.021,2.118500,38.747,2.130500,39.138
2026_05_08_20_30_46.009,2.163100,40.215,2.187200,41.025,2.118800,38.757,2.130700,39.144
2026_05_08_20_30_47.009,2.163500,40.228,2.187300,41.028,2.118700,38.753,2.130700,39.144
2026_05_08_20_30_48.000,2.163600,40.231,2.187300,41.028,2.118800,38.757,2.130900,39.151
2026_05_08_20_30_49.000,2.163600,40.231,2.187500,41.035,2.118900,38.760,2.131100,39.158
2026_05_08_20_30_50.000,2.163500,40.228,2.187700,41.042,2.119100,38.766,2.131100,39.158
2026_05_08_20_30_51.000,2.163900,40.241,2.187600,41.038,2.119100,38.766,2.131100,39.158
2026_05_08_20_30_52.008,2.164100,40.248,2.187500,41.035,2.119300,38.773,2.131100,39.158
2026_05_08_20_30_53.000,2.164000,40.245,2.187700,41.042,2.119300,38.773,2.131100,39.158
2026_05_08_20_30_54.009,2.163900,40.241,2.187700,41.042,2.119300,38.773,2.131200,39.161
2026_05_08_20_30_55.000,2.164300,40.255,2.187600,41.038,2.119600,38.783,2.131300,39.164
2026_05_08_20_30_56.000,2.164500,40.261,2.187900,41.048,2.119300,38.773,2.131600,39.174
2026_05_08_20_30_57.009,2.164500,40.261,2.187500,41.035,2.119500,38.779,2.131600,39.174
2026_05_08_20_30_58.000,2.164500,40.261,2.187600,41.038,2.119600,38.783,2.131700,39.177
2026_05_08_20_30_59.000,2.164800,40.271,2.187900,41.048,2.119900,38.792,2.131700,39.177
2026_05_08_20_31_00.000,2.164000,40.245,2.187700,41.042,2.119700,38.786,2.132000,39.187
2026_05_08_20_31_01.007,2.163300,40.221,2.188000,41.052,2.119700,38.786,2.132300,39.197
2026_05_08_20_31_02.001,2.163600,40.231,2.188000,41.052,2.120100,38.799,2.132100,39.190
2026_05_08_20_31_03.000,2.163600,40.231,2.188100,41.055,2.120400,38.809,2.132100,39.190
2026_05_08_20_31_04.000,2.163200,40.218,2.188300,41.062,2.120100,38.799,2.132300,39.197
2026_05_08_20_31_05.000,2.163600,40.231,2.188100,41.055,2.119900,38.792,2.132400,39.200
2026_05_08_20_31_06.007,2.163900,40.241,2.188400,41.065,2.120400,38.809,2.132800,39.213
2026_05_08_20_31_07.000,2.164000,40.245,2.188700,41.076,2.120800,38.822,2.132500,39.203
2026_05_08_20_31_08.008,2.164300,40.255,2.188900,41.082,2.120800,38.822,2.132700,39.210
2026_05_08_20_31_09.000,2.164500,40.261,2.189200,41.093,2.120900,38.825,2.132500,39.203
2026_05_08_20_31_10.000,2.164300,40.255,2.189100,41.089,2.120700,38.818,2.132800,39.213
2026_05_08_20_31_11.002,2.164700,40.268,2.189100,41.089,2.120700,38.818,2.133100,39.223
2026_05_08_20_31_12.000,2.164700,40.268,2.188800,41.079,2.120700,38.818,2.132800,39.213
2026_05_08_20_31_13.000,2.164000,40.245,2.188800,41.079,2.121100,38.831,2.133300,39.230
2026_05_08_20_31_14.002,2.164300,40.255,2.189100,41.089,2.121200,38.835,2.133100,39.223
2026_05_08_20_31_15.006,2.164500,40.261,2.189500,41.103,2.121200,38.835,2.133100,39.223
2026_05_08_20_31_16.007,2.164500,40.261,2.189300,41.096,2.121100,38.831,2.133300,39.230
2026_05_08_20_31_17.009,2.164500,40.261,2.189300,41.096,2.121500,38.844,2.133100,39.223
2026_05_08_20_31_18.000,2.164800,40.271,2.189100,41.089,2.121500,38.844,2.133100,39.223
2026_05_08_20_31_19.000,2.164900,40.275,2.189200,41.093,2.121100,38.831,2.133600,39.239
2026_05_08_20_31_20.000,2.165300,40.288,2.189300,41.096,2.121300,38.838,2.134000,39.252
2026_05_08_20_31_21.002,2.165100,40.281,2.189700,41.109,2.121600,38.848,2.134300,39.262
2026_05_08_20_31_22.008,2.165100,40.281,2.189600,41.106,2.121600,38.848,2.134400,39.266
2026_05_08_20_31_23.008,2.165100,40.281,2.189600,41.106,2.121300,38.838,2.134500,39.269
2026_05_08_20_31_24.000,2.164900,40.275,2.189700,41.109,2.121600,38.848,2.134900,39.282
2026_05_08_20_31_25.010,2.164800,40.271,2.190000,41.120,2.121700,38.851,2.134900,39.282
2026_05_08_20_31_26.001,2.165100,40.281,2.190100,41.123,2.121700,38.851,2.134800,39.279
2026_05_08_20_31_27.009,2.165600,40.298,2.190000,41.120,2.121900,38.857,2.135100,39.289
2026_05_08_20_31_28.000,2.165200,40.285,2.190000,41.120,2.122000,38.861,2.134900,39.282
2026_05_08_20_31_29.004,2.165600,40.298,2.189900,41.116,2.122700,38.883,2.134900,39.282
2026_05_08_20_31_30.006,2.166500,40.328,2.189900,41.116,2.122300,38.870,2.134800,39.279
2026_05_08_20_31_31.006,2.166800,40.338,2.190000,41.120,2.122100,38.864,2.134900,39.282
2026_05_08_20_31_32.000,2.166900,40.341,2.190100,41.123,2.122300,38.870,2.135500,39.302
2026_05_08_20_31_33.001,2.167100,40.348,2.190300,41.130,2.121900,38.857,2.135100,39.289
2026_05_08_20_31_34.007,2.166800,40.338,2.190500,41.137,2.122300,38.870,2.135500,39.302
2026_05_08_20_31_35.005,2.166700,40.335,2.190900,41.150,2.122300,38.870,2.135100,39.289
2026_05_08_20_31_36.000,2.166900,40.341,2.190800,41.147,2.122400,38.874,2.135200,39.292
2026_05_08_20_31_37.006,2.167200,40.351,2.190900,41.150,2.122400,38.874,2.135200,39.292
2026_05_08_20_31_38.006,2.167100,40.348,2.190800,41.147,2.122800,38.887,2.135300,39.295
2026_05_08_20_31_39.000,2.166900,40.341,2.190900,41.150,2.122800,38.887,2.135600,39.305
2026_05_08_20_31_40.007,2.167100,40.348,2.190800,41.147,2.122900,38.890,2.135600,39.305
2026_05_08_20_31_41.000,2.167300,40.355,2.190900,41.150,2.122800,38.887,2.135500,39.302
2026_05_08_20_31_42.000,2.167700,40.368,2.191100,41.157,2.122500,38.877,2.136000,39.318
2026_05_08_20_31_43.009,2.167300,40.355,2.191200,41.160,2.122400,38.874,2.135700,39.308
2026_05_08_20_31_44.000,2.167200,40.351,2.191300,41.164,2.123100,38.896,2.135600,39.305
2026_05_08_20_31_45.003,2.167300,40.355,2.191500,41.171,2.123300,38.903,2.136000,39.318
2026_05_08_20_31_46.008,2.167500,40.362,2.191500,41.171,2.123500,38.909,2.136500,39.334
2026_05_08_20_31_47.000,2.167600,40.365,2.191700,41.177,2.123700,38.916,2.136300,39.328
2026_05_08_20_31_48.000,2.167100,40.348,2.191500,41.171,2.123900,38.923,2.136100,39.321
2026_05_08_20_31_49.002,2.168100,40.382,2.191600,41.174,2.124400,38.939,2.136000,39.318
2026_05_08_20_31_50.008,2.168400,40.392,2.191700,41.177,2.124400,38.939,2.136400,39.331
2026_05_08_20_31_51.000,2.168500,40.395,2.191700,41.177,2.124300,38.936,2.136500,39.334
2026_05_08_20_31_52.010,2.168700,40.402,2.192300,41.198,2.124400,38.939,2.136500,39.334
2026_05_08_20_31_53.000,2.168800,40.405,2.192100,41.191,2.124300,38.936,2.136700,39.341
2026_05_08_20_31_54.016,2.169300,40.422,2.192100,41.191,2.124700,38.949,2.136800,39.344
2026_05_08_20_31_55.007,2.169300,40.422,2.192000,41.188,2.124700,38.949,2.137100,39.354
2026_05_08_20_31_56.001,2.169300,40.422,2.192000,41.188,2.124700,38.949,2.136800,39.344
2026_05_08_20_31_57.000,2.169300,40.422,2.192300,41.198,2.124800,38.952,2.136900,39.348
2026_05_08_20_31_58.000,2.169300,40.422,2.192000,41.188,2.124800,38.952,2.137200,39.357
2026_05_08_20_31_59.008,2.169300,40.422,2.191700,41.177,2.124700,38.949,2.137200,39.357
2026_05_08_20_32_00.007,2.169600,40.432,2.191900,41.184,2.124700,38.949,2.137100,39.354
2026_05_08_20_32_01.001,2.168800,40.405,2.192100,41.191,2.124500,38.942,2.137300,39.361
2026_05_08_20_32_02.007,2.168400,40.392,2.192000,41.188,2.124400,38.939,2.137300,39.361
2026_05_08_20_32_03.000,2.168300,40.388,2.192400,41.201,2.124800,38.952,2.137500,39.367
2026_05_08_20_32_04.001,2.168800,40.405,2.192100,41.191,2.124800,38.952,2.137600,39.371
2026_05_08_20_32_05.000,2.168800,40.405,2.192400,41.201,2.125100,38.962,2.137300,39.361
2026_05_08_20_32_06.000,2.168700,40.402,2.192400,41.201,2.124700,38.949,2.137700,39.374
2026_05_08_20_32_07.000,2.168800,40.405,2.192500,41.205,2.125100,38.962,2.137200,39.357
2026_05_08_20_32_08.003,2.169200,40.418,2.192700,41.211,2.125100,38.962,2.137500,39.367
2026_05_08_20_32_09.013,2.170000,40.445,2.192700,41.211,2.125100,38.962,2.137300,39.361
2026_05_08_20_32_10.000,2.170400,40.459,2.192000,41.188,2.125600,38.978,2.137300,39.361
2026_05_08_20_32_11.009,2.170100,40.449,2.192500,41.205,2.125500,38.975,2.138000,39.384
2026_05_08_20_32_12.001,2.170300,40.455,2.192700,41.211,2.125300,38.968,2.137900,39.380
2026_05_08_20_32_13.005,2.170400,40.459,2.192800,41.215,2.125600,38.978,2.138300,39.394
2026_05_08_20_32_14.005,2.170100,40.449,2.193200,41.228,2.125900,38.988,2.138400,39.397
2026_05_08_20_32_15.005,2.170800,40.472,2.192900,41.218,2.126000,38.991,2.138500,39.400
2026_05_08_20_32_16.000,2.170800,40.472,2.193300,41.232,2.126300,39.001,2.138700,39.407
2026_05_08_20_32_17.008,2.170500,40.462,2.193700,41.245,2.126100,38.994,2.138700,39.407
2026_05_08_20_32_18.000,2.170800,40.472,2.193700,41.245,2.126000,38.991,2.138900,39.413
2026_05_08_20_32_19.010,2.170900,40.475,2.193900,41.252,2.126100,38.994,2.138800,39.410
2026_05_08_20_32_20.007,2.170900,40.475,2.193500,41.239,2.126500,39.007,2.139100,39.420
2026_05_08_20_32_21.000,2.170700,40.469,2.193600,41.242,2.126000,38.991,2.138900,39.413
2026_05_08_20_32_22.000,2.170800,40.472,2.193500,41.239,2.126100,38.994,2.139200,39.423
2026_05_08_20_32_23.008,2.170800,40.472,2.193200,41.228,2.126000,38.991,2.139100,39.420
2026_05_08_20_32_24.000,2.170900,40.475,2.193500,41.239,2.126500,39.007,2.139300,39.426
2026_05_08_20_32_25.001,2.171200,40.485,2.193700,41.245,2.126700,39.014,2.139300,39.426
2026_05_08_20_32_26.007,2.171200,40.485,2.193900,41.252,2.126700,39.014,2.139200,39.423
2026_05_08_20_32_27.000,2.171300,40.489,2.194000,41.256,2.127100,39.027,2.139300,39.426
2026_05_08_20_32_28.003,2.171300,40.489,2.194000,41.256,2.126900,39.020,2.139200,39.423
2026_05_08_20_32_29.010,2.171200,40.485,2.194400,41.269,2.127300,39.033,2.139300,39.426
2026_05_08_20_32_30.004,2.171500,40.495,2.194400,41.269,2.127100,39.027,2.139700,39.440
2026_05_08_20_32_31.000,2.171300,40.489,2.194400,41.269,2.127200,39.030,2.139600,39.436
2026_05_08_20_32_32.009,2.171700,40.502,2.194800,41.283,2.127100,39.027,2.139900,39.446
2026_05_08_20_32_33.000,2.172000,40.512,2.194700,41.279,2.127300,39.033,2.139700,39.440
2026_05_08_20_32_34.000,2.172100,40.516,2.194500,41.273,2.127600,39.043,2.139700,39.440
2026_05_08_20_32_35.006,2.172300,40.522,2.194300,41.266,2.127200,39.030,2.139600,39.436
2026_05_08_20_32_36.001,2.172100,40.516,2.194300,41.266,2.127300,39.033,2.139700,39.440
2026_05_08_20_32_37.000,2.172700,40.536,2.194400,41.269,2.127300,39.033,2.140000,39.449
2026_05_08_20_32_38.005,2.172900,40.542,2.195100,41.293,2.127700,39.046,2.140100,39.453
2026_05_08_20_32_39.007,2.172800,40.539,2.195100,41.293,2.127600,39.043,2.140300,39.459
2026_05_08_20_32_40.010,2.172700,40.536,2.194800,41.283,2.128100,39.059,2.140500,39.466
2026_05_08_20_32_41.002,2.173100,40.549,2.194900,41.286,2.128300,39.066,2.140400,39.463
2026_05_08_20_32_42.000,2.172700,40.536,2.195100,41.293,2.128000,39.056,2.140700,39.472
2026_05_08_20_32_43.000,2.172800,40.539,2.194900,41.286,2.128100,39.059,2.140800,39.476
2026_05_08_20_32_44.010,2.173200,40.553,2.195100,41.293,2.128300,39.066,2.140800,39.476
2026_05_08_20_32_45.000,2.173200,40.553,2.195500,41.307,2.128000,39.056,2.140900,39.479
2026_05_08_20_32_46.004,2.173500,40.563,2.195300,41.300,2.128500,39.073,2.141100,39.486
2026_05_08_20_32_47.010,2.173700,40.569,2.195100,41.293,2.128700,39.079,2.141100,39.486
2026_05_08_20_32_48.007,2.173100,40.549,2.195300,41.300,2.128400,39.069,2.141200,39.489
2026_05_08_20_32_49.000,2.173200,40.553,2.195200,41.296,2.128400,39.069,2.140900,39.479
2026_05_08_20_32_50.006,2.173100,40.549,2.195100,41.293,2.128700,39.079,2.140900,39.479
2026_05_08_20_32_51.005,2.172500,40.529,2.194900,41.286,2.128800,39.082,2.140900,39.479
2026_05_08_20_32_52.004,2.172500,40.529,2.195300,41.300,2.128500,39.073,2.141100,39.486
2026_05_08_20_32_53.004,2.172800,40.539,2.195700,41.314,2.128800,39.082,2.141200,39.489
2026_05_08_20_32_54.001,2.173500,40.563,2.195600,41.310,2.128800,39.082,2.141200,39.489
2026_05_08_20_32_55.000,2.173500,40.563,2.195600,41.310,2.129100,39.092,2.141100,39.486
2026_05_08_20_32_56.000,2.173600,40.566,2.195500,41.307,2.129100,39.092,2.141600,39.502
2026_05_08_20_32_57.007,2.172800,40.539,2.196000,41.324,2.129200,39.095,2.141500,39.499
2026_05_08_20_32_58.004,2.172500,40.529,2.196000,41.324,2.129500,39.105,2.141600,39.502
2026_05_08_20_32_59.001,2.172500,40.529,2.196000,41.324,2.129500,39.105,2.141700,39.505
2026_05_08_20_33_00.008,2.172800,40.539,2.195900,41.320,2.129500,39.105,2.141900,39.512
2026_05_08_20_33_01.000,2.173200,40.553,2.195900,41.320,2.129500,39.105,2.142100,39.519
2026_05_08_20_33_02.004,2.173200,40.553,2.196000,41.324,2.129300,39.099,2.142300,39.525
2026_05_08_20_33_03.000,2.173300,40.556,2.196300,41.334,2.129500,39.105,2.142500,39.532
2026_05_08_20_33_04.009,2.173300,40.556,2.196300,41.334,2.129700,39.112,2.142700,39.538
2026_05_08_20_33_05.003,2.173200,40.553,2.196400,41.337,2.130000,39.122,2.142400,39.528
2026_05_08_20_33_06.006,2.174000,40.579,2.196700,41.348,2.130100,39.125,2.142700,39.538
2026_05_08_20_33_07.000,2.174500,40.596,2.196700,41.348,2.130100,39.125,2.142700,39.538
2026_05_08_20_33_08.008,2.174700,40.603,2.196700,41.348,2.130300,39.131,2.142900,39.545
2026_05_08_20_33_09.000,2.174700,40.603,2.196400,41.337,2.130400,39.135,2.142800,39.542
