datetime,CH1_V,CH1_T_C,CH2_V,CH2_T_C,CH3_V,CH3_T_C,CH4_V,CH4_T_C
2026_05_08_20_33_49.009,2.089200,37.803,2.021200,35.671,1.625900,24.344,,
2026_05_08_20_33_50.008,2.089500,37.813,2.021200,35.671,1.625100,24.322,,
2026_05_08_20_33_51.000,2.089900,37.826,2.023100,35.729,1.624000,24.292,,
2026_05_08_20_33_52.007,2.090100,37.832,2.024000,35.757,1.624100,24.295,,
2026_05_08_20_33_53.009,2.089100,37.800,2.024300,35.766,1.624700,24.311,,
2026_05_08_20_33_54.002,2.089200,37.803,2.024100,35.760,1.624700,24.311,,
2026_05_08_20_33_55.000,2.089900,37.826,2.024500,35.772,1.624800,24.314,,
2026_05_08_20_33_56.003,2.089700,37.819,2.025300,35.797,1.624500,24.306,,
2026_05_08_20_33_57.005,2.089900,37.826,2.025900,35.816,1.625200,24.325,,
2026_05_08_20_33_58.005,2.089900,37.826,2.026300,35.828,1.625900,24.344,,
2026_05_08_20_33_59.000,2.090400,37.842,2.026100,35.822,1.626700,24.366,,
2026_05_08_20_34_00.000,2.090100,37.832,2.026100,35.822,1.627500,24.387,,
2026_05_08_20_34_01.000,2.090500,37.845,2.025100,35.791,1.628100,24.404,,
2026_05_08_20_34_02.000,2.091300,37.871,2.025100,35.791,1.628400,24.412,,
2026_05_08_20_34_03.000,2.091600,37.880,2.025200,35.794,1.627600,24.390,,
2026_05_08_20_34_04.006,2.092300,37.903,2.025600,35.806,1.627300,24.382,,
2026_05_08_20_34_05.001,2.092400,37.906,2.026000,35.819,1.626700,24.366,,
2026_05_08_20_34_06.000,2.091500,37.877,2.026700,35.840,1.626100,24.349,,
2026_05_08_20_34_07.000,2.091300,37.871,2.026700,35.840,1.625500,24.333,,
2026_05_08_20_34_08.001,2.090400,37.842,2.026500,35.834,1.625300,24.328,,
2026_05_08_20_34_09.005,2.090500,37.845,2.026100,35.822,1.625500,24.333,,
2026_05_08_20_34_10.000,2.090300,37.839,2.025600,35.806,1.626000,24.347,,
2026_05_08_20_34_11.000,2.089700,37.819,2.024800,35.782,1.626400,24.358,,
2026_05_08_20_34_12.004,2.089700,37.819,2.024400,35.769,1.626900,24.371,,
2026_05_08_20_34_13.000,2.090400,37.842,2.024700,35.779,1.627200,24.379,,
2026_05_08_20_34_14.000,2.091100,37.864,2.024500,35.772,1.627100,24.377,,
2026_05_08_20_34_15.000,2.091700,37.883,2.024900,35.785,1.626500,24.360,,
2026_05_08_20_34_16.001,2.092000,37.893,2.026700,35.840,1.626700,24.366,,
2026_05_08_20_34_17.008,2.091600,37.880,2.025700,35.810,1.627100,24.377,,
2026_05_08_20_34_18.000,2.090100,37.832,2.024900,35.785,1.628700,24.420,,
2026_05_08_20_34_19.004,2.088800,37.791,2.025900,35.816,1.629700,24.447,,
2026_05_08_20_34_20.002,2.088900,37.794,2.027500,35.865,1.630400,24.466,,
2026_05_08_20_34_21.000,2.088300,37.775,2.027700,35.871,1.630800,24.477,,
2026_05_08_20_34_22.000,2.088000,37.765,2.026900,35.847,1.630000,24.455,,
2026_05_08_20_34_23.005,2.088000,37.765,2.026100,35.822,1.629500,24.442,,
2026_05_08_20_34_24.003,2.088100,37.768,2.025100,35.791,1.630300,24.464,,
2026_05_08_20_34_25.008,2.088700,37.788,2.025600,35.806,1.631200,24.488,,
2026_05_08_20_34_26.006,2.089900,37.826,2.025200,35.794,1.631200,24.488,,
2026_05_08_20_34_27.005,2.091100,37.864,2.024500,35.772,1.631300,24.491,,
2026_05_08_20_34_28.008,2.091500,37.877,2.023200,35.732,1.630400,24.466,,
2026_05_08_20_34_29.000,2.092300,37.903,2.024300,35.766,1.629900,24.453,,
2026_05_08_20_34_30.006,2.093100,37.928,2.026000,35.819,1.629500,24.442,,
2026_05_08_20_34_31.000,2.093600,37.944,2.026700,35.840,1.628800,24.423,,
2026_05_08_20_34_32.004,2.093300,37.935,2.026800,35.844,1.628300,24.409,,
2026_05_08_20_34_33.001,2.093200,37.931,2.027500,35.865,1.627500,24.387,,
2026_05_08_20_34_34.007,2.093600,37.944,2.028100,35.884,1.626700,24.366,,
2026_05_08_20_34_35.002,2.094000,37.957,2.028100,35.884,1.626000,24.347,,
2026_05_08_20_34_36.004,2.094300,37.967,2.028000,35.881,1.625500,24.333,,
2026_05_08_20_34_37.000,2.094400,37.970,2.028700,35.902,1.625500,24.333,,
2026_05_08_20_34_38.000,2.093700,37.947,2.028900,35.908,1.625200,24.325,,
2026_05_08_20_34_39.000,2.093200,37.931,2.028900,35.908,1.625100,24.322,,
2026_05_08_20_34_40.000,2.093100,37.928,2.027900,35.878,1.624400,24.303,,
2026_05_08_20_34_41.006,2.091700,37.883,2.026500,35.834,1.623200,24.271,,
2026_05_08_20_34_42.001,2.091100,37.864,2.026800,35.844,1.623300,24.273,,
2026_05_08_20_34_43.008,2.091600,37.880,2.028300,35.890,1.623300,24.273,,
2026_05_08_20_34_44.001,2.091300,37.871,2.028800,35.905,1.622700,24.257,,
2026_05_08_20_34_45.000,2.091100,37.864,2.029600,35.930,1.622300,24.246,,
2026_05_08_20_34_46.003,2.090800,37.855,2.030300,35.952,1.622700,24.257,,
2026_05_08_20_34_47.000,2.091100,37.864,2.029700,35.933,1.622700,24.257,,
2026_05_08_20_34_48.000,2.090400,37.842,2.028800,35.905,1.623500,24.279,,
2026_05_08_20_34_49.006,2.090300,37.839,2.028500,35.896,1.623900,24.290,,
2026_05_08_20_34_50.000,2.090800,37.855,2.030000,35.942,1.624800,24.314,,
2026_05_08_20_34_51.005,2.091300,37.871,2.030800,35.967,1.625100,24.322,,
2026_05_08_20_34_52.008,2.090400,37.842,2.030700,35.964,1.625300,24.328,,
2026_05_08_20_34_53.006,2.090300,37.839,2.030500,35.958,1.624700,24.311,,
2026_05_08_20_34_54.000,2.090500,37.845,2.030700,35.964,1.624300,24.301,,
2026_05_08_20_34_55.007,2.091900,37.890,2.030400,35.955,1.624000,24.292,,
2026_05_08_20_34_56.000,2.091600,37.880,2.028800,35.905,1.624400,24.303,,
2026_05_08_20_34_57.004,2.091200,37.867,2.027300,35.859,1.624300,24.301,,
2026_05_08_20_34_58.000,2.092300,37.903,2.028000,35.881,1.623700,24.284,,
2026_05_08_20_34_59.004,2.093600,37.944,2.029200,35.918,1.623900,24.290,,
2026_05_08_20_35_00.000,2.094100,37.960,2.030400,35.955,1.624000,24.292,,
2026_05_08_20_35_01.000,2.094400,37.970,2.030800,35.967,1.624400,24.303,,
2026_05_08_20_35_02.003,2.094500,37.973,2.030400,35.955,1.625500,24.333,,
2026_05_08_20_35_03.000,2.093600,37.944,2.030800,35.967,1.626900,24.371,,
2026_05_08_20_35_04.002,2.093100,37.928,2.031300,35.983,1.628300,24.409,,
2026_05_08_20_35_05.003,2.093200,37.931,2.031500,35.989,1.629500,24.442,,
2026_05_08_20_35_06.011,2.093900,37.954,2.030900,35.970,1.630300,24.464,,
2026_05_08_20_35_07.006,2.094000,37.957,2.031500,35.989,1.631300,24.491,,
2026_05_08_20_35_08.000,2.092900,37.922,2.031700,35.995,1.631700,24.502,,
2026_05_08_20_35_09.012,2.092100,37.896,2.031500,35.989,1.632300,24.518,,
2026_05_08_20_35_10.000,2.091900,37.890,2.030500,35.958,1.632700,24.529,,
2026_05_08_20_35_11.007,2.091600,37.880,2.029500,35.927,1.632700,24.529,,
2026_05_08_20_35_12.007,2.090000,37.829,2.028700,35.902,1.631300,24.491,,
2026_05_08_20_35_13.001,2.090500,37.845,2.028500,35.896,1.630100,24.458,,
2026_05_08_20_35_14.001,2.091900,37.890,2.029600,35.930,1.628900,24.426,,
2026_05_08_20_35_15.000,2.092000,37.893,2.030900,35.970,1.627700,24.393,,
2026_05_08_20_35_16.000,2.092700,37.915,2.030100,35.946,1.627500,24.387,,
2026_05_08_20_35_17.002,2.093200,37.931,2.031100,35.977,1.627200,24.379,,
2026_05_08_20_35_18.008,2.093500,37.941,2.031900,36.001,1.627900,24.398,,
2026_05_08_20_35_19.006,2.092500,37.909,2.032400,36.017,1.627900,24.398,,
2026_05_08_20_35_20.000,2.092300,37.903,2.032400,36.017,1.628000,24.401,,
2026_05_08_20_35_21.005,2.093100,37.928,2.031900,36.001,1.628300,24.409,,
2026_05_08_20_35_22.002,2.094000,37.957,2.031600,35.992,1.627600,24.390,,
2026_05_08_20_35_23.000,2.094900,37.986,2.031900,36.001,1.626500,24.360,,
2026_05_08_20_35_24.009,2.095500,38.005,2.032800,36.029,1.626500,24.360,,
2026_05_08_20_35_25.008,2.096400,38.034,2.032700,36.026,1.626400,24.358,,
2026_05_08_20_35_26.011,2.096000,38.021,2.032000,36.004,1.626400,24.358,,
2026_05_08_20_35_27.007,2.096100,38.024,2.031100,35.977,1.626300,24.355,,
2026_05_08_20_35_28.000,2.096300,38.031,2.031600,35.992,1.625500,24.333,,
2026_05_08_20_35_29.010,2.095700,38.011,2.032900,36.032,1.625200,24.325,,
2026_05_08_20_35_30.009,2.093700,37.947,2.033200,36.042,1.625700,24.339,,
2026_05_08_20_35_31.006,2.092500,37.909,2.032800,36.029,1.626100,24.349,,
2026_05_08_20_35_32.000,2.092700,37.915,2.032000,36.004,1.626400,24.358,,
2026_05_08_20_35_33.008,2.092400,37.906,2.032400,36.017,1.626700,24.366,,
2026_05_08_20_35_34.000,2.092100,37.896,2.032900,36.032,1.627600,24.390,,
2026_05_08_20_35_35.000,2.092800,37.919,2.033600,36.054,1.628100,24.404,,
2026_05_08_20_35_36.008,2.092800,37.919,2.033500,36.051,1.628900,24.426,,
2026_05_08_20_35_37.008,2.093700,37.947,2.034100,36.070,1.628800,24.423,,
2026_05_08_20_35_38.006,2.094000,37.957,2.033900,36.063,1.627600,24.390,,
2026_05_08_20_35_39.000,2.095100,37.992,2.032800,36.029,1.626000,24.347,,
2026_05_08_20_35_40.006,2.095300,37.999,2.032000,36.004,1.624700,24.311,,
2026_05_08_20_35_41.003,2.095200,37.995,2.032000,36.004,1.624400,24.303,,
2026_05_08_20_35_42.000,2.095100,37.992,2.032400,36.017,1.624000,24.292,,
2026_05_08_20_35_43.000,2.095900,38.018,2.030900,35.970,1.623600,24.282,,
2026_05_08_20_35_44.000,2.096000,38.021,2.029500,35.927,1.623600,24.282,,
2026_05_08_20_35_45.002,2.096300,38.031,2.028700,35.902,1.624300,24.301,,
2026_05_08_20_35_46.000,2.097300,38.063,2.027900,35.878,1.624800,24.314,,
2026_05_08_20_35_47.001,2.097500,38.069,2.028700,35.902,1.625500,24.333,,
2026_05_08_20_35_48.009,2.097200,38.060,2.029200,35.918,1.626100,24.349,,
2026_05_08_20_35_49.006,2.097600,38.072,2.029300,35.921,1.626100,24.349,,
2026_05_08_20_35_50.000,2.097900,38.082,2.030000,35.942,1.626300,24.355,,
2026_05_08_20_35_51.000,2.098800,38.111,2.029200,35.918,1.626700,24.366,,
2026_05_08_20_35_52.008,2.099100,38.120,2.030000,35.942,1.627200,24.379,,
2026_05_08_20_35_53.000,2.098700,38.108,2.031100,35.977,1.627100,24.377,,
2026_05_08_20_35_54.009,2.097900,38.082,2.032100,36.008,1.626700,24.366,,
2026_05_08_20_35_55.000,2.096900,38.050,2.031900,36.001,1.626700,24.366,,
2026_05_08_20_35_56.003,2.096000,38.021,2.032400,36.017,1.626400,24.358,,
2026_05_08_20_35_57.000,2.096100,38.024,2.032800,36.029,1.626900,24.371,,
2026_05_08_20_35_58.004,2.096400,38.034,2.033200,36.042,1.627600,24.390,,
2026_05_08_20_35_59.003,2.096900,38.050,2.033900,36.063,1.628900,24.426,,
2026_05_08_20_36_00.007,2.096800,38.047,2.034500,36.082,1.629700,24.447,,
2026_05_08_20_36_01.000,2.097500,38.069,2.034800,36.091,1.630700,24.474,,
2026_05_08_20_36_02.000,2.097900,38.082,2.034700,36.088,1.631300,24.491,,
2026_05_08_20_36_03.002,2.098800,38.111,2.034000,36.066,1.632100,24.512,,
2026_05_08_20_36_04.001,2.098700,38.108,2.033300,36.045,1.633100,24.540,,
2026_05_08_20_36_05.000,2.098400,38.098,2.032000,36.004,1.634800,24.586,,
2026_05_08_20_36_06.000,2.096900,38.050,2.032400,36.017,1.637600,24.662,,
2026_05_08_20_36_07.007,2.096700,38.043,2.033700,36.057,1.639700,24.719,,
2026_05_08_20_36_08.000,2.097100,38.056,2.035100,36.101,1.640100,24.730,,
2026_05_08_20_36_09.000,2.098400,38.098,2.036000,36.129,1.638700,24.692,,
2026_05_08_20_36_10.009,2.098900,38.114,2.035500,36.113,1.638000,24.673,,
2026_05_08_20_36_11.009,2.098900,38.114,2.033200,36.042,1.636800,24.640,,
2026_05_08_20_36_12.005,2.097700,38.076,2.033500,36.051,1.633900,24.561,,
2026_05_08_20_36_13.005,2.095700,38.011,2.033900,36.063,1.631200,24.488,,
2026_05_08_20_36_14.007,2.095100,37.992,2.034900,36.094,1.629700,24.447,,
2026_05_08_20_36_15.009,2.095600,38.008,2.034700,36.088,1.628700,24.420,,
2026_05_08_20_36_16.000,2.096800,38.047,2.034100,36.070,1.628000,24.401,,
2026_05_08_20_36_17.000,2.097300,38.063,2.034700,36.088,1.627600,24.390,,
2026_05_08_20_36_18.000,2.096700,38.043,2.035200,36.104,1.627600,24.390,,
2026_05_08_20_36_19.000,2.097100,38.056,2.035200,36.104,1.627300,24.382,,
2026_05_08_20_36_20.009,2.097300,38.063,2.035700,36.119,1.627300,24.382,,
2026_05_08_20_36_21.003,2.097700,38.076,2.034800,36.091,1.627700,24.393,,
2026_05_08_20_36_22.003,2.098400,38.098,2.035900,36.125,1.627600,24.390,,
2026_05_08_20_36_23.007,2.099100,38.120,2.036800,36.153,1.628300,24.409,,
2026_05_08_20_36_24.000,2.098500,38.101,2.037200,36.166,1.628300,24.409,,
2026_05_08_20_36_25.003,2.098000,38.085,2.037300,36.169,1.627700,24.393,,
2026_05_08_20_36_26.011,2.097900,38.082,2.036800,36.153,1.627300,24.382,,
2026_05_08_20_36_27.000,2.097300,38.063,2.036400,36.141,1.626900,24.371,,
2026_05_08_20_36_28.000,2.097600,38.072,2.037200,36.166,1.626300,24.355,,
2026_05_08_20_36_29.003,2.097600,38.072,2.036000,36.129,1.625600,24.336,,
2026_05_08_20_36_30.001,2.097500,38.069,2.034900,36.094,1.625300,24.328,,
2026_05_08_20_36_31.000,2.097900,38.082,2.035500,36.113,1.625600,24.336,,
2026_05_08_20_36_32.008,2.098000,38.085,2.036800,36.153,1.626100,24.349,,
2026_05_08_20_36_33.000,2.098500,38.101,2.037200,36.166,1.626800,24.368,,
2026_05_08_20_36_34.001,2.098500,38.101,2.036500,36.144,1.626800,24.368,,
2026_05_08_20_36_35.000,2.098000,38.085,2.036400,36.141,1.625900,24.344,,
2026_05_08_20_36_36.000,2.098000,38.085,2.036500,36.144,1.625900,24.344,,
2026_05_08_20_36_37.001,2.098800,38.111,2.037300,36.169,1.626400,24.358,,
2026_05_08_20_36_38.003,2.099700,38.140,2.038300,36.200,1.626300,24.355,,
2026_05_08_20_36_39.000,2.100100,38.153,2.039900,36.250,1.626400,24.358,,
2026_05_08_20_36_40.000,2.100000,38.149,2.038900,36.219,1.626900,24.371,,
2026_05_08_20_36_41.005,2.100100,38.153,2.035900,36.125,1.627100,24.377,,
2026_05_08_20_36_42.000,2.099900,38.146,2.034400,36.079,1.626300,24.355,,
2026_05_08_20_36_43.004,2.097900,38.082,2.033100,36.039,1.625500,24.333,,
2026_05_08_20_36_44.000,2.098000,38.085,2.034400,36.079,1.624700,24.311,,
2026_05_08_20_36_45.017,2.098900,38.114,2.035300,36.107,1.623600,24.282,,
2026_05_08_20_36_46.006,2.098500,38.101,2.035600,36.116,1.623200,24.271,,
2026_05_08_20_36_47.000,2.098700,38.108,2.034100,36.070,1.623500,24.279,,
2026_05_08_20_36_48.001,2.098700,38.108,2.034800,36.091,1.623900,24.290,,
2026_05_08_20_36_49.001,2.099100,38.120,2.036000,36.129,1.624000,24.292,,
2026_05_08_20_36_50.005,2.099200,38.124,2.036300,36.138,1.623600,24.282,,
2026_05_08_20_36_51.001,2.100300,38.159,2.036500,36.144,1.623600,24.282,,
2026_05_08_20_36_52.009,2.099900,38.146,2.036300,36.138,1.624400,24.303,,
2026_05_08_20_36_53.009,2.099200,38.124,2.037500,36.175,1.625500,24.333,,
2026_05_08_20_36_54.000,2.098900,38.114,2.038400,36.203,1.625600,24.336,,
2026_05_08_20_36_55.001,2.098400,38.098,2.038000,36.191,1.625200,24.325,,
2026_05_08_20_36_56.002,2.098100,38.088,2.037300,36.169,1.624700,24.311,,
2026_05_08_20_36_57.011,2.098400,38.098,2.037700,36.181,1.624500,24.306,,
2026_05_08_20_36_58.000,2.098800,38.111,2.036300,36.138,1.624800,24.314,,
2026_05_08_20_36_59.004,2.099500,38.133,2.034700,36.088,1.624700,24.311,,
2026_05_08_20_37_00.000,2.099900,38.146,2.033900,36.063,1.624100,24.295,,
2026_05_08_20_37_01.000,2.100500,38.165,2.034700,36.088,1.623100,24.268,,
2026_05_08_20_37_02.007,2.101600,38.201,2.034900,36.094,1.623100,24.268,,
2026_05_08_20_37_03.000,2.102100,38.217,2.036300,36.138,1.622800,24.260,,
2026_05_08_20_37_04.002,2.102400,38.227,2.037200,36.166,1.623200,24.271,,
2026_05_08_20_37_05.000,2.102800,38.239,2.035900,36.125,1.624100,24.295,,
2026_05_08_20_37_06.008,2.103500,38.262,2.035300,36.107,1.624100,24.295,,
2026_05_08_20_37_07.000,2.103200,38.252,2.035900,36.125,1.623100,24.268,,
2026_05_08_20_37_08.000,2.102500,38.230,2.037100,36.163,1.622000,24.238,,
2026_05_08_20_37_09.003,2.102100,38.217,2.036400,36.141,1.621200,24.216,,
2026_05_08_20_37_10.004,2.101700,38.204,2.034400,36.079,1.620900,24.208,,
2026_05_08_20_37_11.005,2.100700,38.172,2.033200,36.042,1.620400,24.195,,
2026_05_08_20_37_12.007,2.100400,38.162,2.032400,36.017,1.619700,24.176,,
2026_05_08_20_37_13.006,2.100900,38.178,2.034700,36.088,1.619500,24.170,,
2026_05_08_20_37_14.000,2.100800,38.175,2.036100,36.132,1.619700,24.176,,
2026_05_08_20_37_15.005,2.100800,38.175,2.038000,36.191,1.619900,24.181,,
2026_05_08_20_37_16.001,2.100700,38.172,2.039700,36.244,1.618400,24.140,,
2026_05_08_20_37_17.000,2.101600,38.201,2.041300,36.293,1.617500,24.116,,
2026_05_08_20_37_18.007,2.101100,38.185,2.040400,36.265,1.617200,24.108,,
2026_05_08_20_37_19.009,2.100300,38.159,2.040500,36.268,1.617900,24.127,,
2026_05_08_20_37_20.000,2.100900,38.178,2.041600,36.303,1.618900,24.154,,
2026_05_08_20_37_21.000,2.101300,38.191,2.042000,36.315,1.620300,24.192,,
2026_05_08_20_37_22.000,2.100700,38.172,2.042900,36.343,1.621500,24.225,,
2026_05_08_20_37_23.009,2.100700,38.172,2.043300,36.356,1.622300,24.246,,
2026_05_08_20_37_24.006,2.100400,38.162,2.043100,36.349,1.622500,24.252,,
2026_05_08_20_37_25.008,2.100000,38.149,2.043500,36.362,1.623100,24.268,,
2026_05_08_20_37_26.000,2.100300,38.159,2.043900,36.374,1.623500,24.279,,
2026_05_08_20_37_27.000,2.099900,38.146,2.042700,36.337,1.623200,24.271,,
2026_05_08_20_37_28.008,2.098400,38.098,2.041100,36.287,1.622700,24.257,,
2026_05_08_20_37_29.006,2.097600,38.072,2.041500,36.300,1.622700,24.257,,
2026_05_08_20_37_30.001,2.097600,38.072,2.040400,36.265,1.621600,24.227,,
2026_05_08_20_37_31.007,2.098000,38.085,2.039700,36.244,1.620400,24.195,,
2026_05_08_20_37_32.005,2.098400,38.098,2.039300,36.231,1.620500,24.197,,
2026_05_08_20_37_33.000,2.098800,38.111,2.040000,36.253,1.620100,24.187,,
2026_05_08_20_37_34.000,2.098400,38.098,2.039600,36.240,1.620100,24.187,,
2026_05_08_20_37_35.000,2.099300,38.127,2.040400,36.265,1.620900,24.208,,
2026_05_08_20_37_36.006,2.100500,38.165,2.039900,36.250,1.621200,24.216,,
2026_05_08_20_37_37.007,2.101700,38.204,2.039200,36.228,1.622300,24.246,,
2026_05_08_20_37_38.000,2.102300,38.223,2.038900,36.219,1.623200,24.271,,
2026_05_08_20_37_39.009,2.102700,38.236,2.039100,36.225,1.623300,24.273,,
2026_05_08_20_37_40.001,2.102800,38.239,2.038000,36.191,1.623100,24.268,,
2026_05_08_20_37_41.008,2.102700,38.236,2.037200,36.166,1.622400,24.249,,
2026_05_08_20_37_42.001,2.103500,38.262,2.036900,36.156,1.622100,24.241,,
2026_05_08_20_37_43.000,2.104800,38.304,2.037700,36.181,1.622000,24.238,,
2026_05_08_20_37_44.007,2.105300,38.320,2.039300,36.231,1.622700,24.257,,
2026_05_08_20_37_45.003,2.105700,38.333,2.039600,36.240,1.622900,24.263,,
2026_05_08_20_37_46.010,2.106700,38.365,2.038400,36.203,1.623900,24.290,,
2026_05_08_20_37_47.007,2.107200,38.381,2.038700,36.212,1.624100,24.295,,
2026_05_08_20_37_48.000,2.106700,38.365,2.040400,36.265,1.624400,24.303,,
2026_05_08_20_37_49.000,2.107300,38.384,2.042100,36.318,1.625100,24.322,,
2026_05_08_20_37_50.000,2.108000,38.407,2.040300,36.262,1.625200,24.325,,
2026_05_08_20_37_51.000,2.107600,38.394,2.039100,36.225,1.625100,24.322,,
2026_05_08_20_37_52.009,2.106900,38.372,2.037900,36.188,1.624900,24.317,,
2026_05_08_20_37_53.010,2.106100,38.346,2.038100,36.194,1.624300,24.301,,
2026_05_08_20_37_54.000,2.106400,38.355,2.039900,36.250,1.623300,24.273,,
2026_05_08_20_37_55.011,2.105500,38.326,2.040700,36.275,1.622900,24.263,,
2026_05_08_20_37_56.006,2.105200,38.317,2.041600,36.303,1.622900,24.263,,
2026_05_08_20_37_57.006,2.105500,38.326,2.042500,36.331,1.623200,24.271,,
2026_05_08_20_37_58.001,2.106000,38.342,2.042400,36.328,1.623200,24.271,,
2026_05_08_20_37_59.004,2.105900,38.339,2.042000,36.315,1.623600,24.282,,
2026_05_08_20_38_00.005,2.106400,38.355,2.042800,36.340,1.624300,24.301,,
2026_05_08_20_38_01.000,2.106000,38.342,2.042800,36.340,1.624100,24.295,,
2026_05_08_20_38_02.000,2.104700,38.301,2.042400,36.328,1.624300,24.301,,
2026_05_08_20_38_03.005,2.105200,38.317,2.042300,36.324,1.624400,24.303,,
2026_05_08_20_38_04.010,2.104400,38.291,2.041900,36.312,1.624800,24.314,,
2026_05_08_20_38_05.000,2.103900,38.275,2.040700,36.275,1.624400,24.303,,
2026_05_08_20_38_06.001,2.104100,38.281,2.041100,36.287,1.623200,24.271,,
2026_05_08_20_38_07.000,2.102700,38.236,2.041200,36.290,1.622400,24.249,,
2026_05_08_20_38_08.004,2.102000,38.214,2.040400,36.265,1.622900,24.263,,
2026_05_08_20_38_09.000,2.102900,38.243,2.041300,36.293,1.623200,24.271,,
2026_05_08_20_38_10.002,2.103900,38.275,2.040900,36.281,1.623700,24.284,,
2026_05_08_20_38_11.010,2.104900,38.307,2.040000,36.253,1.624800,24.314,,
2026_05_08_20_38_12.000,2.105500,38.326,2.039100,36.225,1.625700,24.339,,
2026_05_08_20_38_13.000,2.105200,38.317,2.037700,36.181,1.626100,24.349,,
2026_05_08_20_38_14.003,2.104700,38.301,2.038300,36.200,1.626500,24.360,,
2026_05_08_20_38_15.007,2.104000,38.278,2.039500,36.237,1.626500,24.360,,
2026_05_08_20_38_16.000,2.103600,38.265,2.040500,36.268,1.626400,24.358,,
2026_05_08_20_38_17.000,2.103600,38.265,2.040100,36.256,1.627100,24.377,,
2026_05_08_20_38_18.000,2.104800,38.304,2.040700,36.275,1.627700,24.393,,
2026_05_08_20_38_19.002,2.105100,38.313,2.040000,36.253,1.627600,24.390,,
2026_05_08_20_38_20.005,2.105700,38.333,2.039900,36.250,1.627700,24.393,,
2026_05_08_20_38_21.006,2.106100,38.346,2.039200,36.228,1.627700,24.393,,
2026_05_08_20_38_22.010,2.106400,38.355,2.040700,36.275,1.628100,24.404,,
2026_05_08_20_38_23.010,2.106100,38.346,2.040500,36.268,1.628500,24.415,,
2026_05_08_20_38_24.001,2.105900,38.339,2.040900,36.281,1.629500,24.442,,
2026_05_08_20_38_25.000,2.106500,38.359,2.041100,36.287,1.629600,24.445,,
2026_05_08_20_38_26.000,2.106300,38.352,2.040300,36.262,1.629100,24.431,,
2026_05_08_20_38_27.009,2.104900,38.307,2.041500,36.300,1.628700,24.420,,
2026_05_08_20_38_28.009,2.105100,38.313,2.042100,36.318,1.628500,24.415,,
2026_05_08_20_38_29.001,2.104300,38.288,2.042800,36.340,1.628800,24.423,,
2026_05_08_20_38_30.002,2.104300,38.288,2.043200,36.353,1.628700,24.420,,
2026_05_08_20_38_31.004,2.104900,38.307,2.044300,36.387,1.629500,24.442,,
2026_05_08_20_38_32.000,2.105100,38.313,2.043700,36.368,1.630100,24.458,,
2026_05_08_20_38_33.000,2.104700,38.301,2.042100,36.318,1.630400,24.466,,
2026_05_08_20_38_34.009,2.103900,38.275,2.041100,36.287,1.630300,24.464,,
2026_05_08_20_38_35.000,2.103200,38.252,2.041700,36.306,1.630300,24.464,,
2026_05_08_20_38_36.000,2.103300,38.256,2.041700,36.306,1.630000,24.455,,
2026_05_08_20_38_37.007,2.103100,38.249,2.041100,36.287,1.628900,24.426,,
2026_05_08_20_38_38.005,2.103500,38.262,2.041600,36.303,1.628100,24.404,,
2026_05_08_20_38_39.000,2.104400,38.291,2.042400,36.328,1.627300,24.382,,
2026_05_08_20_38_40.000,2.104100,38.281,2.043100,36.349,1.626800,24.368,,
2026_05_08_20_38_41.010,2.104400,38.291,2.042100,36.318,1.626700,24.366,,
2026_05_08_20_38_42.002,2.105200,38.317,2.042300,36.324,1.625900,24.344,,
2026_05_08_20_38_43.000,2.105200,38.317,2.043600,36.365,1.624400,24.303,,
2026_05_08_20_38_44.002,2.104800,38.304,2.044800,36.402,1.623300,24.273,,
2026_05_08_20_38_45.007,2.104500,38.294,2.045500,36.424,1.623200,24.271,,
2026_05_08_20_38_46.000,2.104800,38.304,2.045200,36.415,1.624100,24.295,,
2026_05_08_20_38_47.000,2.105600,38.330,2.044500,36.393,1.624400,24.303,,
2026_05_08_20_38_48.003,2.105600,38.330,2.044700,36.399,1.624500,24.306,,
2026_05_08_20_38_49.003,2.105500,38.326,2.043900,36.374,1.624500,24.306,,
2026_05_08_20_38_50.000,2.105100,38.313,2.042900,36.343,1.625100,24.322,,
2026_05_08_20_38_51.002,2.105600,38.330,2.042900,36.343,1.625600,24.336,,
2026_05_08_20_38_52.004,2.106300,38.352,2.043300,36.356,1.626000,24.347,,
2026_05_08_20_38_53.001,2.105900,38.339,2.044500,36.393,1.625700,24.339,,
2026_05_08_20_38_54.000,2.105500,38.326,2.045200,36.415,1.625700,24.339,,
2026_05_08_20_38_55.000,2.106000,38.342,2.043200,36.353,1.625900,24.344,,
2026_05_08_20_38_56.005,2.106800,38.368,2.040900,36.281,1.626400,24.358,,
2026_05_08_20_38_57.005,2.108100,38.410,2.041300,36.293,1.626800,24.368,,
2026_05_08_20_38_58.000,2.108500,38.423,2.042800,36.340,1.627300,24.382,,
2026_05_08_20_38_59.004,2.107700,38.397,2.042000,36.315,1.627600,24.390,,
2026_05_08_20_39_00.000,2.106900,38.372,2.041300,36.293,1.627700,24.393,,
2026_05_08_20_39_01.000,2.107500,38.391,2.043100,36.349,1.627900,24.398,,
2026_05_08_20_39_02.000,2.108100,38.410,2.044400,36.390,1.628700,24.420,,
2026_05_08_20_39_03.003,2.108100,38.410,2.044700,36.399,1.629100,24.431,,
2026_05_08_20_39_04.008,2.108500,38.423,2.044500,36.393,1.628100,24.404,,
